order_id,customer_id,order_date,shipping_city,shipping_state,order_status,coupon_code,discount_pct,delivery_days
532378,109609,2026-08-30 00:00:00,Delhi,Delhi,Delivered,NONE,0,3
532379,101687,2025-04-26 00:00:00,Indore,Uttar Pradesh,Shipped,SAVE20,0,1
532380,115399,2026-07-23 00:00:00,Bhopal,Gujarat,Delivered,WELCOME10,15,3
532381,102738,2025-10-18 00:00:00,Jaipur,Haryana,Pending,WELCOME10,15,1
532382,119709,2026-07-16 00:00:00,Ahmedabad,Rajasthan,delivered,NONE,15,3
532383,117289,2025-10-03 00:00:00,Gurgaon,Haryana,Processing,NONE,15,1
532384,111102,2025-11-27 00:00:00,Noida,Chandigarh,Pending,,15,6
532385,100344,2025-04-29 00:00:00,Bhopal,Uttar Pradesh,delivered,WELCOME10,0,4
532386,118365,2026-07-18 00:00:00,Kanpur,Bihar,Pending,NONE,20,2
532387,103760,2026-01-13 00:00:00,Patna,Uttar Pradesh,Delivered,SAVE20,0,4
532388,103100,2026-02-05 00:00:00,Kanpur,Tamil Nadu,Cancelled,SAVE20,0,3
532389,109355,2026-01-18 00:00:00,Ranchi,Maharashtra,Returned,NEWUSER,20,4
532390,116610,2025-11-29 00:00:00,Delhi,Madhya Pradesh,Shipped,SAVE20,0,3
532391,100605,2025-07-11 00:00:00,Delhi,Chandigarh,Pending,NONE,0,3
532392,117200,2025-10-31 00:00:00,Gurgaon,Madhya Pradesh,Delivered,FLASH15,15,1
532393,115832,2026-07-24 00:00:00,Hyderabad,Uttar Pradesh,Shipped,NEWUSER,0,-3
532394,118559,2025-06-24 00:00:00,Mumbai,Maharashtra,Shipped,,15,4
532395,109593,2025-07-17 00:00:00,Indore,Uttar Pradesh,Cancelled,NEWUSER,20,2
532396,118210,2025-01-18 00:00:00,Bengaluru,Karnataka,,FESTIVE25,20,2
532397,102582,2025-10-19 00:00:00,Gurgaon,Uttar Pradesh,Shipped,NONE,15,4
532398,888888,2025-07-06 00:00:00,Ahmedabad,Gujarat,delivered,NONE,15,4
532399,103095,2026-06-17 00:00:00,Noida,Madhya Pradesh,Processing,NONE,0,2
532400,119422,2026-06-13 00:00:00,Chennai,Uttar Pradesh,Delivered,WELCOME10,30,5
532401,107531,2025-08-07 00:00:00,Ahmedabad,Haryana,Delivered,NONE,0,3
532402,118616,2025-04-24 00:00:00,Lucknow,Uttar Pradesh,Delivered,,0,3
532403,107202,2025-06-20 00:00:00,Nagpur,Madhya Pradesh,Delivered,WELCOME10,15,4
532404,117437,2026-04-03 00:00:00,Ranchi,Maharashtra,Delivered,FLASH15,25,3
532405,119857,2025-06-05 00:00:00,Jaipur,Maharashtra,Delivered,NONE,0,1
532406,104078,2026-07-13 00:00:00,Patna,Madhya Pradesh,Cancelled,NEWUSER,10,3
532407,105251,2025-03-11 00:00:00,Bengaluru,Chandigarh,Shipped,NONE,0,4
532408,118018,2026-06-04 00:00:00,Ahmedabad,West Bengal,Delivered,WELCOME10,0,6
532409,108867,2025-02-15 00:00:00,Surat,Madhya Pradesh,Delivered,NEWUSER,5,5
532410,115280,2025-11-28 00:00:00,Chandigarh,Uttar Pradesh,Delivered,NONE,0,2
532411,106168,2025-11-22 00:00:00,Kanpur,Maharashtra,Shipped,SAVE20,15,3
532412,114270,2026-05-18 00:00:00,Kolkata,Madhya Pradesh,Shipped,NONE,10,3
532413,101730,2025-09-11 00:00:00,Mumbai,Gujarat,Delivered,NONE,25,5
532414,100355,2026-01-29 00:00:00,Patna,Bihar,Delivered,NEWUSER,30,2
532415,106611,2026-02-06 00:00:00,Chandigarh,Madhya Pradesh,Delivered,NONE,0,3
532416,105080,2025-04-25 00:00:00,Patna,Tamil Nadu,,SAVE20,20,4
532417,119176,2026-05-14 00:00:00,Ahmedabad,Gujarat,Delivered,NONE,10,3
532418,101295,2026-03-05 00:00:00,Ahmedabad,Bihar,Shipped,NONE,30,5
532419,117452,2025-12-10 00:00:00,Chennai,Uttar Pradesh,Delivered,SAVE20,0,2
532420,115563,2026-01-15 00:00:00,Noida,West Bengal,Shipped,NONE,0,4
532421,105354,2025-08-11 00:00:00,Kolkata,Telangana,delivered,NONE,25,1
532422,104429,2025-02-17 00:00:00,Bhopal,Madhya Pradesh,Delivered,,0,3
532423,103572,2026-06-17 00:00:00,Gurgaon,West Bengal,Shipped,FLASH15,0,4
532424,103908,2025-07-30 00:00:00,Ranchi,Maharashtra,Delivered,SAVE20,5,4
532425,113108,2026-02-15 00:00:00,Gurgaon,Rajasthan,,NONE,0,4
532426,108202,2026-01-25 00:00:00,Chennai,Telangana,Cancelled,FLASH15,20,1
532427,118949,2026-01-22 00:00:00,Ahmedabad,Gujarat,delivered,SAVE20,10,3
532428,116513,2025-11-14 00:00:00,Ranchi,Karnataka,Delivered,NONE,20,4
532429,113509,2025-07-31 00:00:00,Chandigarh,Uttar Pradesh,Processing,NONE,30,3
532430,118511,2026-01-31 00:00:00,Surat,Madhya Pradesh,Delivered,FESTIVE25,10,1
532431,112411,2025-10-30 00:00:00,Gurgaon,West Bengal,Delivered,NONE,0,5
532432,100372,2025-09-15 00:00:00,Bengaluru,Madhya Pradesh,Delivered,WELCOME10,10,4
532433,103187,2025-12-16 00:00:00,Mumbai,Karnataka,Shipped,NONE,30,3
532434,100180,2026-08-18 00:00:00,Bengaluru,Madhya Pradesh,Delivered,FESTIVE25,0,3
532435,115801,2025-08-28 00:00:00,Kanpur,Delhi,Delivered,WELCOME10,25,4
532436,118753,2026-03-27 00:00:00,Mumbai,Telangana,Shipped,NONE,5,2
532437,110503,2025-09-21 00:00:00,Delhi,West Bengal,delivered,FLASH15,15,4
532438,110131,2025-03-14 00:00:00,Noida,Gujarat,Delivered,SAVE20,0,1
532439,105971,2025-01-21 00:00:00,Bhopal,Bihar,Delivered,FLASH15,10,1
532440,118095,2026-02-01 00:00:00,Kanpur,Maharashtra,Delivered,FLASH15,0,3
532441,107059,2025-12-13 00:00:00,Kanpur,Gujarat,Delivered,FESTIVE25,30,3
532442,104528,2025-01-31 00:00:00,Gurgaon,Madhya Pradesh,Delivered,NONE,0,3
532443,119716,2026-05-10 00:00:00,Mumbai,Karnataka,Delivered,SAVE20,30,5
532444,117972,2026-03-29 00:00:00,Bhopal,Maharashtra,Pending,WELCOME10,25,2
532445,112615,2025-11-09 00:00:00,Chandigarh,Chandigarh,Delivered,NONE,0,2
532446,111272,2025-02-19 00:00:00,Chennai,Madhya Pradesh,Delivered,SAVE20,0,10
532447,109593,2025-03-16 00:00:00,Jaipur,Maharashtra,Shipped,NONE,0,3
532448,118413,2025-02-23 00:00:00,Ranchi,Maharashtra,Delivered,FESTIVE25,15,4
532449,109638,2026-04-05 00:00:00,Mumbai,Delhi,Delivered,,0,4
532450,110305,2026-99-99,Indore,Maharashtra,Delivered,FESTIVE25,10,3
532451,113755,2026-04-03 00:00:00,Ahmedabad,Madhya Pradesh,Delivered,,0,-3
532452,100999,2026-03-21 00:00:00,Nagpur,Maharashtra,delivered,SAVE20,0,5
532453,114478,2026-04-28 00:00:00,Bengaluru,Gujarat,Delivered,,10,3
532454,104314,2026-01-19 00:00:00,Lucknow,Tamil Nadu,Delivered,NONE,25,5
532455,109023,2026-05-21 00:00:00,Nagpur,Haryana,Processing,FESTIVE25,0,5
532456,111921,2025-06-01 00:00:00,Bhopal,Haryana,Returned,SAVE20,0,3
532457,114660,2026-02-03 00:00:00,Ranchi,Delhi,Delivered,NONE,5,5
532458,117866,2025-04-21 00:00:00,Ranchi,Tamil Nadu,Delivered,NONE,5,3
532459,117063,2026-03-23 00:00:00,Lucknow,Delhi,Delivered,WELCOME10,0,4
532460,104249,2025-03-31 00:00:00,Gurgaon,Karnataka,Cancelled,WELCOME10,5,1
532461,114162,2026-06-19 00:00:00,Surat,Madhya Pradesh,Delivered,FLASH15,0,5
532462,105208,2025-12-13 00:00:00,Ranchi,Bihar,Delivered,NONE,0,4
532463,111177,2025-11-24 00:00:00,Hyderabad,Gujarat,Delivered,NONE,5,2
532464,112900,2025-03-16 00:00:00,Lucknow,Delhi,Shipped,NONE,0,1
532465,100496,2026-02-16 00:00:00,Bhopal,Uttar Pradesh,Delivered,WELCOME10,10,7
532466,107948,2025-10-01 00:00:00,Lucknow,Madhya Pradesh,Delivered,NEWUSER,0,5
532467,100258,2025-05-14 00:00:00,Delhi,Chandigarh,Cancelled,NONE,25,7
532468,112082,2025-09-25 00:00:00,Patna,Maharashtra,Delivered,NONE,15,5
532469,112790,2026-04-02 00:00:00,Mumbai,Uttar Pradesh,Delivered,NONE,0,3
532470,102640,2026-06-09 00:00:00,Hyderabad,Karnataka,Delivered,NONE,0,3
532471,114695,2025-09-25 00:00:00,Hyderabad,Maharashtra,Processing,WELCOME10,20,3
532472,118288,2026-08-20 00:00:00,Patna,Maharashtra,Delivered,NONE,0,4
532473,114636,2025-12-10 00:00:00,Surat,Chandigarh,Delivered,WELCOME10,0,1
532474,117567,2025-09-19 00:00:00,Chandigarh,Rajasthan,Shipped,FLASH15,0,2
532475,105303,2025-10-13 00:00:00,Surat,Maharashtra,Delivered,NONE,0,3
532476,106102,2025-10-11 00:00:00,Gurgaon,Chandigarh,Delivered,,30,4
532477,104712,2026-06-03 00:00:00,Kolkata,Gujarat,Delivered,SAVE20,0,6
532478,107687,2025-05-18 00:00:00,Patna,Jharkhand,Delivered,WELCOME10,20,4
532479,114671,2026-05-21 00:00:00,Kanpur,Jharkhand,Delivered,WELCOME10,5,4
532480,111519,2026-06-10 00:00:00,Pune,Jharkhand,Delivered,NONE,20,4
532481,108852,2026-01-30 00:00:00,Ranchi,Karnataka,Delivered,NEWUSER,15,2
532482,114731,2025-09-26 00:00:00,Chennai,Madhya Pradesh,Delivered,FLASH15,0,15
532483,106225,2025-01-20 00:00:00,Surat,Uttar Pradesh,,FESTIVE25,10,3
532484,110817,2025-05-05 00:00:00,Surat,Haryana,Delivered,NONE,0,3
532485,110696,2025-12-15 00:00:00,Noida,Gujarat,Processing,,30,5
532486,114782,2025-11-15 00:00:00,Pune,West Bengal,Delivered,NONE,0,3
532487,103058,2025-05-15 00:00:00,Jaipur,Jharkhand,Shipped,NONE,20,10
532488,115019,2026-02-05 00:00:00,Kolkata,Karnataka,Delivered,,20,2
532489,104299,2025-02-19 00:00:00,Indore,Maharashtra,Cancelled,SAVE20,20,7
532490,100174,2025-07-22 00:00:00,Bengaluru,Uttar Pradesh,Delivered,NONE,0,4
532491,114937,2025-12-22 00:00:00,Pune,Maharashtra,Delivered,NEWUSER,0,4
532492,113157,2026-03-14 00:00:00,Nagpur,Uttar Pradesh,Shipped,NONE,0,2
532493,100263,2025-04-25 00:00:00,Indore,Madhya Pradesh,Delivered,,5,4
532494,114203,2025-01-16 00:00:00,Ahmedabad,Rajasthan,Delivered,WELCOME10,5,4
532495,114546,2026-07-10 00:00:00,Patna,Maharashtra,Returned,NONE,5,5
532496,104696,2025-03-01 00:00:00,Surat,Chandigarh,Delivered,SAVE20,30,6
532497,105976,2025-12-03 00:00:00,Bengaluru,Uttar Pradesh,Returned,SAVE20,5,5
532498,118130,2025-03-30 00:00:00,Pune,Uttar Pradesh,Delivered,NEWUSER,15,4
532499,113703,2025-04-04 00:00:00,Ranchi,Gujarat,Delivered,NEWUSER,0,4
532500,104108,2025-03-20 00:00:00,Delhi,Gujarat,Processing,FESTIVE25,0,2
532501,115716,2026-02-04 00:00:00,Delhi,Gujarat,Shipped,FLASH15,0,3
532502,112462,2025-04-22 00:00:00,Chandigarh,Uttar Pradesh,Shipped,WELCOME10,10,2
532503,112525,2026-05-13 00:00:00,Jaipur,Telangana,Delivered,NONE,0,3
532504,114023,2025-04-20 00:00:00,Kolkata,Chandigarh,Delivered,NONE,15,2
532505,113169,2026-03-29 00:00:00,Delhi,Tamil Nadu,Delivered,NONE,0,4
532506,102883,2026-07-10 00:00:00,Ahmedabad,Maharashtra,Pending,FLASH15,10,2
532507,104134,2026-05-06 00:00:00,Ahmedabad,Maharashtra,Delivered,NONE,0,5
532508,113543,2025-06-26 00:00:00,Kolkata,Karnataka,delivered,WELCOME10,5,3
532509,115063,2025-11-04 00:00:00,Indore,Maharashtra,Processing,,20,3
532510,100873,2025-05-06 00:00:00,Surat,Maharashtra,Delivered,FLASH15,0,2
532511,112249,2026-07-26 00:00:00,Bengaluru,Jharkhand,Delivered,NONE,0,6
532512,114369,2026-07-27 00:00:00,Gurgaon,Uttar Pradesh,Delivered,SAVE20,0,2
532513,111562,2025-02-07 00:00:00,Ranchi,Haryana,Processing,NONE,0,4
532514,119744,2025-07-15 00:00:00,Jaipur,Gujarat,Delivered,WELCOME10,0,2
532515,115953,2025-07-29 00:00:00,Surat,Maharashtra,Delivered,FLASH15,0,3
532516,119604,2025-03-07 00:00:00,Pune,Gujarat,Delivered,SAVE20,10,15
532517,119642,2025-01-09 00:00:00,Indore,Karnataka,Delivered,,0,4
532518,113675,2025-07-11 00:00:00,Indore,Maharashtra,Delivered,FLASH15,0,3
532519,104564,2025-04-11 00:00:00,Indore,Chandigarh,Returned,FLASH15,10,5
532520,108106,2025-01-15 00:00:00,Pune,Maharashtra,Returned,NEWUSER,20,3
532521,110059,2026-06-16 00:00:00,Gurgaon,Uttar Pradesh,Cancelled,NONE,10,4
532522,114019,2025-01-30 00:00:00,Ranchi,Gujarat,Delivered,FLASH15,0,4
532523,104082,2025-12-18 00:00:00,Kanpur,Telangana,Cancelled,NONE,30,15
532524,114479,2025-01-20 00:00:00,Noida,West Bengal,Delivered,WELCOME10,15,4
532525,118380,2025-07-08 00:00:00,Surat,Gujarat,Delivered,SAVE20,0,3
532526,100694,2026-04-09 00:00:00,Mumbai,Haryana,Pending,SAVE20,5,5
532527,107224,2026-03-31 00:00:00,Kolkata,Karnataka,Pending,WELCOME10,15,2
532528,113865,2026-05-18 00:00:00,Pune,Gujarat,Delivered,WELCOME10,0,6
532529,109988,2025-04-21 00:00:00,Hyderabad,Maharashtra,Delivered,NONE,20,3
532530,108469,2025-01-27 00:00:00,Noida,Karnataka,Delivered,,25,2
532531,107075,2025-08-24 00:00:00,Patna,Uttar Pradesh,Shipped,NEWUSER,0,4
532532,113516,2025-09-01 00:00:00,Bengaluru,Gujarat,Shipped,NONE,20,4
532533,110556,2026-08-09 00:00:00,Lucknow,Delhi,Pending,,10,3
532534,103822,2025-02-08 00:00:00,Kanpur,Madhya Pradesh,Delivered,FESTIVE25,0,5
532535,119547,2025-11-21 00:00:00,Mumbai,Bihar,Delivered,NONE,0,2
532536,118375,2026-05-11 00:00:00,Delhi,Maharashtra,Delivered,NEWUSER,0,7
532537,107295,2025-07-05 00:00:00,Indore,Rajasthan,Delivered,NONE,20,4
532538,118817,2025-07-10 00:00:00,Indore,Rajasthan,Delivered,NONE,15,5
532539,114334,2025-07-27 00:00:00,Kolkata,Karnataka,CANCELLED,NONE,15,2
532540,100871,2026-03-06 00:00:00,Bengaluru,Bihar,Delivered,NONE,0,7
532541,103514,2026-01-05 00:00:00,Kolkata,Bihar,Pending,WELCOME10,5,3
532542,119175,2025-10-28 00:00:00,Indore,Jharkhand,Delivered,NONE,0,3
532543,113068,2026-04-28 00:00:00,Lucknow,Karnataka,Delivered,FESTIVE25,0,4
532544,119458,2025-11-22 00:00:00,Mumbai,Tamil Nadu,Delivered,NONE,15,2
532545,110872,2025-02-28 00:00:00,Indore,Uttar Pradesh,Delivered,FLASH15,0,1
532546,117609,2025-04-22 00:00:00,Noida,Uttar Pradesh,Processing,NONE,15,4
532547,100339,2025-07-16 00:00:00,Mumbai,Madhya Pradesh,Delivered,FESTIVE25,10,3
532548,107474,2025-04-24 00:00:00,Pune,Haryana,,WELCOME10,0,2
532549,115007,2025-05-14 00:00:00,Kolkata,Jharkhand,Delivered,NONE,30,3
532550,110120,2025-07-07 00:00:00,Ranchi,Delhi,Delivered,FLASH15,5,6
532551,101506,2025-08-02 00:00:00,Chandigarh,Delhi,Delivered,FESTIVE25,0,3
532552,104395,2026-08-31 00:00:00,Ahmedabad,Karnataka,Delivered,WELCOME10,5,2
532553,119180,2025-02-03 00:00:00,Bhopal,Tamil Nadu,Delivered,FLASH15,0,3
532554,102208,2025-12-11 00:00:00,Kolkata,Jharkhand,Cancelled,NONE,0,1
532555,108661,2026-08-30 00:00:00,Jaipur,Maharashtra,Delivered,NONE,0,2
532556,108084,2025-01-07 00:00:00,Gurgaon,Haryana,Returned,NONE,10,3
532557,112266,2025-10-11 00:00:00,Kolkata,Delhi,Shipped,WELCOME10,0,3
532558,109979,2025-07-29 00:00:00,Lucknow,Uttar Pradesh,Delivered,NONE,10,4
532559,119485,2025-05-25 00:00:00,Nagpur,Maharashtra,Shipped,NONE,0,2
532560,112260,2025-07-11 00:00:00,Lucknow,Chandigarh,Delivered,NONE,10,6
532561,106565,2026-02-18 00:00:00,Surat,Tamil Nadu,Delivered,,15,3
532562,100749,2026-04-02 00:00:00,Hyderabad,West Bengal,Delivered,NONE,15,5
532563,105042,2026-05-26 00:00:00,Surat,Telangana,Delivered,SAVE20,0,2
532564,104650,2025-12-22 00:00:00,Noida,Rajasthan,Delivered,NONE,0,5
532565,114526,2025-09-12 00:00:00,Chandigarh,Uttar Pradesh,delivered,FLASH15,5,2
532566,103732,2026-01-03 00:00:00,Ahmedabad,Uttar Pradesh,Returned,NONE,5,2
532567,106455,2025-02-20 00:00:00,Pune,Maharashtra,Delivered,,25,3
532568,118731,2025-01-05 00:00:00,Mumbai,Uttar Pradesh,Returned,,15,4
532569,110299,2025-09-09 00:00:00,Mumbai,Karnataka,Delivered,NONE,5,1
532570,104831,2026-04-25 00:00:00,Kolkata,Maharashtra,Delivered,FESTIVE25,0,1
532571,105980,2025-03-09 00:00:00,Bengaluru,Jharkhand,Delivered,FLASH15,0,4
532572,102838,2026-07-16 00:00:00,Kolkata,Karnataka,Shipped,NONE,20,2
532573,116805,2025-03-14 00:00:00,Patna,Chandigarh,CANCELLED,NONE,0,2
532574,110773,2025-01-26 00:00:00,Kanpur,Madhya Pradesh,Cancelled,WELCOME10,0,2
532575,117856,2025-09-20 00:00:00,Kanpur,Madhya Pradesh,Cancelled,FESTIVE25,0,3
532576,116770,2025-11-18 00:00:00,Kolkata,Madhya Pradesh,,FESTIVE25,0,4
532577,114512,2025-06-29 00:00:00,Nagpur,Uttar Pradesh,Delivered,NONE,10,6
532578,116070,2026-06-17 00:00:00,Kolkata,Rajasthan,Shipped,,5,1
532579,118857,2025-12-21 00:00:00,Jaipur,Maharashtra,Delivered,NONE,20,5
532580,103003,2026-01-07 00:00:00,Patna,Haryana,Delivered,NONE,25,2
532581,109413,2026-07-22 00:00:00,Bhopal,Maharashtra,Delivered,NONE,15,3
532582,118702,2025-05-28 00:00:00,Bhopal,Tamil Nadu,Delivered,NONE,30,4
532583,102277,2026-08-16 00:00:00,Nagpur,Maharashtra,Shipped,,10,3
532584,116364,2026-07-07 00:00:00,Delhi,Gujarat,Shipped,WELCOME10,0,2
532585,114210,2025-03-11 00:00:00,Patna,Madhya Pradesh,Delivered,WELCOME10,25,2
532586,114297,2026-03-05 00:00:00,Hyderabad,Madhya Pradesh,Delivered,SAVE20,5,5
532587,109720,2026-05-28 00:00:00,Kolkata,Delhi,Shipped,NONE,0,5
532588,100971,2026-01-19 00:00:00,Chennai,Telangana,Delivered,NONE,0,3
532589,102503,2026-03-20 00:00:00,Nagpur,Chandigarh,Shipped,NONE,20,5
532590,102434,2025-04-18 00:00:00,Chandigarh,Madhya Pradesh,Delivered,NONE,0,1
532591,117291,2025-08-02 00:00:00,Mumbai,Maharashtra,Pending,NONE,15,2
532592,104727,2025-01-01 00:00:00,Surat,Tamil Nadu,Delivered,NONE,20,2
532593,111917,2026-06-21 00:00:00,Kanpur,Haryana,Cancelled,NONE,20,6
532594,106341,2026-06-08 00:00:00,Kolkata,Maharashtra,Pending,NONE,25,5
532595,114258,2025-07-04 00:00:00,Nagpur,Karnataka,Shipped,NONE,15,4
532596,113025,2025-08-01 00:00:00,Pune,Maharashtra,Delivered,NONE,10,5
532597,113120,2026-06-06 00:00:00,Pune,Gujarat,Delivered,NONE,0,2
532598,111959,2026-05-02 00:00:00,Jaipur,Gujarat,Pending,NONE,0,4
532599,103598,2025-04-21 00:00:00,Hyderabad,Uttar Pradesh,Delivered,NONE,10,3
532600,109542,2025-02-15 00:00:00,Delhi,Bihar,delivered,WELCOME10,0,7
532601,118639,2025-01-03 00:00:00,Mumbai,Uttar Pradesh,Delivered,NONE,10,7
532602,105712,2026-03-13 00:00:00,Mumbai,Maharashtra,Delivered,NONE,25,2
532603,117206,2026-06-08 00:00:00,Chennai,Madhya Pradesh,Processing,WELCOME10,0,15
532604,119294,2026-03-12 00:00:00,Surat,Telangana,Returned,NONE,0,7
532605,115713,2025-02-25 00:00:00,Jaipur,Maharashtra,Cancelled,FESTIVE25,15,4
532606,117981,2025-08-04 00:00:00,Kolkata,Haryana,Delivered,NONE,0,4
532607,104030,2026-02-27 00:00:00,Chandigarh,Delhi,Delivered,NONE,10,5
532608,116428,2026-06-08 00:00:00,Ahmedabad,Maharashtra,Delivered,NONE,15,4
532609,107492,2025-11-25 00:00:00,Kolkata,Madhya Pradesh,Delivered,NEWUSER,30,7
532610,100310,2025-01-14 00:00:00,Jaipur,Madhya Pradesh,Delivered,FLASH15,30,3
532611,105121,2026-01-30 00:00:00,Bengaluru,Madhya Pradesh,Pending,NONE,0,10
532612,110173,2026-07-23 00:00:00,Ranchi,Bihar,Delivered,FLASH15,0,15
532613,103078,2025-10-04 00:00:00,Ahmedabad,Uttar Pradesh,Delivered,NONE,5,7
532614,107266,2025-07-28 00:00:00,Nagpur,Uttar Pradesh,Delivered,NONE,10,4
532615,104596,2026-01-12 00:00:00,Ranchi,Madhya Pradesh,Delivered,NONE,25,6
532616,102909,2025-03-09 00:00:00,Kolkata,Rajasthan,Delivered,NONE,5,4
532617,117319,2026-03-27 00:00:00,Indore,Delhi,Delivered,NEWUSER,0,3
532618,115471,2025-06-27 00:00:00,Surat,Tamil Nadu,,NEWUSER,0,2
532619,101536,2025-10-01 00:00:00,Chandigarh,Tamil Nadu,Delivered,SAVE20,0,2
532620,104267,2025-01-01 00:00:00,Pune,Maharashtra,Shipped,WELCOME10,0,3
532621,117558,2025-02-01 00:00:00,Pune,Haryana,Delivered,NONE,0,4
532622,105040,2025-10-21 00:00:00,Delhi,Maharashtra,Delivered,NONE,5,-3
532623,113110,2026-04-24 00:00:00,Delhi,West Bengal,Delivered,NONE,5,7
532624,106155,2025-01-04 00:00:00,Bhopal,Uttar Pradesh,Shipped,NONE,30,3
532625,103861,2026-07-18 00:00:00,Kanpur,Delhi,Delivered,NONE,0,6
532626,115404,2025-03-21 00:00:00,Kolkata,Uttar Pradesh,Delivered,NEWUSER,10,3
532627,115815,2026-07-03 00:00:00,Hyderabad,Uttar Pradesh,Delivered,WELCOME10,5,5
532628,112114,2026-08-26 00:00:00,Hyderabad,Chandigarh,Delivered,WELCOME10,0,6
532629,115404,2025-04-23 00:00:00,Delhi,West Bengal,Delivered,SAVE20,0,2
532630,112438,2026-07-13 00:00:00,Ahmedabad,Maharashtra,Shipped,NEWUSER,0,7
532631,106893,2025-02-09 00:00:00,Gurgaon,Karnataka,Shipped,,0,5
532632,116493,2026-01-07 00:00:00,Gurgaon,Uttar Pradesh,Delivered,FESTIVE25,5,4
532633,115120,2026-07-07 00:00:00,Bengaluru,Delhi,Returned,NONE,0,2
532634,104759,2025-10-05 00:00:00,Noida,Bihar,Delivered,NONE,20,4
532635,110261,2026-04-07 00:00:00,Kanpur,Haryana,Delivered,FESTIVE25,25,2
532636,115043,2025-10-19 00:00:00,Noida,Maharashtra,Delivered,,10,4
532637,107264,2026-04-18 00:00:00,Lucknow,Jharkhand,Delivered,FLASH15,5,7
532638,106272,2025-02-25 00:00:00,Kanpur,Rajasthan,Delivered,FESTIVE25,0,7
532639,101754,2026-06-30 00:00:00,Surat,West Bengal,Delivered,NONE,15,6
532640,109595,2025-12-15 00:00:00,Pune,Chandigarh,Delivered,NONE,15,5
532641,115916,2026-04-17 00:00:00,Patna,Telangana,Pending,NONE,0,5
532642,103945,2026-07-26 00:00:00,Delhi,Uttar Pradesh,Delivered,NONE,30,2
532643,100002,2026-01-15 00:00:00,Indore,Uttar Pradesh,Processing,NONE,0,3
532644,101752,2026-08-19 00:00:00,Delhi,Uttar Pradesh,Delivered,NONE,0,2
532645,117268,2025-11-25 00:00:00,Delhi,Haryana,Delivered,FESTIVE25,0,5
532646,113919,2025-12-23 00:00:00,Chandigarh,Bihar,Delivered,NONE,10,5
532647,119320,2026-08-20 00:00:00,Surat,West Bengal,,WELCOME10,0,4
532648,111334,2026-03-05 00:00:00,Noida,Telangana,delivered,FLASH15,0,6
532649,103303,2025-08-31 00:00:00,Gurgaon,Maharashtra,Cancelled,NONE,0,2
532650,106964,2025-08-22 00:00:00,Kanpur,Karnataka,Delivered,SAVE20,15,4
532651,102738,2026-07-01 00:00:00,Kolkata,Madhya Pradesh,Delivered,NONE,5,7
532652,100892,2026-08-04 00:00:00,Gurgaon,Uttar Pradesh,Cancelled,NEWUSER,15,6
532653,111081,2025-11-05 00:00:00,Bhopal,Rajasthan,Shipped,,25,2
532654,114595,2025-01-27 00:00:00,Lucknow,Madhya Pradesh,Delivered,,0,1
532655,117972,2026-02-06 00:00:00,Bengaluru,Jharkhand,Shipped,SAVE20,5,1
532656,108492,2026-03-20 00:00:00,Surat,Madhya Pradesh,Delivered,FLASH15,5,5
532657,112212,2025-02-27 00:00:00,Kolkata,Gujarat,Delivered,SAVE20,0,4
532658,110374,2026-01-14 00:00:00,Surat,Haryana,Delivered,SAVE20,0,5
532659,110340,2026-01-16 00:00:00,Kanpur,Rajasthan,Shipped,FLASH15,30,4
532660,111321,2025-02-09 00:00:00,Patna,Delhi,Delivered,WELCOME10,30,2
532661,118230,2025-01-30 00:00:00,Lucknow,Delhi,Shipped,,10,2
532662,117087,2025-07-20 00:00:00,Ranchi,Madhya Pradesh,Delivered,FESTIVE25,10,5
532663,107762,2026-02-17 00:00:00,Hyderabad,Maharashtra,delivered,NONE,25,3
532664,113023,2026-03-05 00:00:00,Bengaluru,Maharashtra,Delivered,NONE,25,5
532665,115988,2025-12-09 00:00:00,Chennai,Gujarat,Cancelled,NONE,0,2
532666,110169,2025-10-25 00:00:00,Kolkata,Bihar,Delivered,,30,3
532667,112450,2025-10-15 00:00:00,Noida,Haryana,Delivered,NONE,0,2
532668,114712,2025-08-01 00:00:00,Hyderabad,Bihar,Pending,WELCOME10,10,4
532669,110451,2025-10-06 00:00:00,Kanpur,Uttar Pradesh,,NONE,15,2
532670,102193,2025-08-12 00:00:00,Bengaluru,Maharashtra,Delivered,WELCOME10,10,2
532671,112199,2025-02-22 00:00:00,Jaipur,Madhya Pradesh,Delivered,NONE,20,3
532672,116997,2025-02-07 00:00:00,Hyderabad,Tamil Nadu,Delivered,NONE,0,4
532673,113001,2026-05-29 00:00:00,Patna,Maharashtra,Returned,FESTIVE25,10,4
532674,104250,2025-03-06 00:00:00,Jaipur,Gujarat,Delivered,SAVE20,0,15
532675,118177,2025-07-25 00:00:00,Chennai,Madhya Pradesh,Returned,NONE,0,2
532676,104023,2026-07-02 00:00:00,Noida,Uttar Pradesh,Returned,NONE,0,7
532677,116278,2026-01-06 00:00:00,Mumbai,Uttar Pradesh,Delivered,NONE,20,3
532678,108598,2026-04-28 00:00:00,Noida,Chandigarh,Delivered,FLASH15,20,3
532679,117165,2025-11-27 00:00:00,Kanpur,Rajasthan,Processing,,10,2
532680,111052,2025-08-17 00:00:00,Mumbai,Delhi,,NONE,0,3
532681,119876,2025-05-11 00:00:00,Kanpur,Madhya Pradesh,Pending,,0,5
