payment_id,order_id,payment_date,payment_method,payment_status,amount
726922,570854,2026-04-17 00:00:00,upi,,43925.61
726923,520894,2025-08-29 00:00:00,UPI,Success,51889.37
726924,508429,2026-07-18 00:00:00,Net Banking,Pending,44150.86
726925,518861,2025-01-22 00:00:00,Credit Card,Success,17412.06
726926,524158,2025-06-28 00:00:00,Credit Card,Success,7095.55
726927,533310,2025-07-18 00:00:00,Debit Card,Success,71058.08
726928,525764,2025-07-22 00:00:00,Debit Card,Success,14505.31
726929,595282,2026-07-30 00:00:00,Wallet,Success,71868.66
726930,536871,2025-09-21 00:00:00,Debit Card,Success,37055.19
726931,559656,2025-09-08 00:00:00,Credit Card,Success,2870.28
726932,543131,2026-07-01 00:00:00,COD,Success,66647.78
726933,581193,2026-05-10 00:00:00,COD,Success,18798.08
726934,573704,2026-02-04 00:00:00,Credit Card,Success,34361.68
726935,506832,2025-03-18 00:00:00,UPI,Success,2752.38
726936,598107,2025-11-03 00:00:00,Credit Card,,60497.01
726937,500399,2026-07-24 00:00:00,UPI,Success,67730.12
726938,502604,2025-05-21 00:00:00,UPI,Success,26525.13
726939,512782,2025-06-29 00:00:00,Debit Card,Success,27194.54
726940,559423,2025-01-07 00:00:00,Debit Card,Success,67406.31
726941,521410,2025-08-06 00:00:00,Debit Card,Failed,6688.54
726942,501583,2026-06-15 00:00:00,Net Banking,Success,59316.7
726943,545474,2026-07-11 00:00:00,Debit Card,Refunded,60629.05
726944,580203,2026-01-19 00:00:00,UPI,,59187.15
726945,551522,2026-04-14 00:00:00,UPI,Refunded,44343.33
726946,563409,2026-02-28 00:00:00,COD,Success,11993.7
726947,543983,2026-03-15 00:00:00,UPI,Success,12860.65
726948,580655,2025-08-27 00:00:00,Debit Card,success,10671.73
726949,570832,2025-09-30 00:00:00,UPI,Pending,11528.2
726950,532080,2025-01-02 00:00:00,UPI,Pending,59095.6
726951,572556,2025-09-16 00:00:00,upi,Success,2950.12
726952,594856,2026-07-30 00:00:00,Credit Card,Success,5606.08
726953,557828,2026-04-15 00:00:00,,,75453.17
726954,593557,2025-09-21 00:00:00,Credit Card,Success,61944.69
726955,562406,2026-05-07 00:00:00,upi,Pending,33847.9
726956,533672,2026-04-12 00:00:00,Credit Card,,4464.62
726957,597850,2026-06-07 00:00:00,UPI,Failed,64798.16
726958,577014,2026-05-09 00:00:00,Credit Card,Refunded,2309.91
726959,591188,2026-04-14 00:00:00,Debit Card,Success,53140.81
726960,563146,2025-01-21 00:00:00,COD,Failed,5596.81
726961,526110,2025-06-17 00:00:00,Debit Card,Success,1649.77
726962,584619,2026-04-05 00:00:00,Net Banking,Success,53934.35
726963,567376,2025-06-26 00:00:00,COD,Success,15311.78
726964,550087,2026-08-16 00:00:00,Cash on Delivery,success,44688.09
726965,558034,2025-11-14 00:00:00,Credit Card,Success,42720.63
726966,588664,2025-01-30 00:00:00,upi,Success,63598.63
726967,561515,2025-08-31 00:00:00,Net Banking,Refunded,51099.84
726968,520391,2025-01-06 00:00:00,UPI,success,67526.42
726969,532216,2025-04-08 00:00:00,UPI,Success,78734.66
726970,522376,2026-01-27 00:00:00,Debit Card,Success,23283.23
726971,504669,2026-04-05 00:00:00,Debit Card,Success,62182.53
726972,599632,2025-02-03 00:00:00,UPI,Refunded,43650.5
726973,599051,2025-03-25 00:00:00,Credit Card,Success,38528.57
726974,578602,2025-01-10 00:00:00,Credit Card,Success,66608.12
726975,587535,not_available,upi,Refunded,78851.73
726976,584612,2026-08-04 00:00:00,Cash on Delivery,Success,43569.54
726977,524227,2025-12-16 00:00:00,UPI,Failed,47076.28
726978,512580,2026-02-14 00:00:00,Cash on Delivery,Failed,11745.16
726979,528834,2025-01-01 00:00:00,UPI,Success,67870.41
726980,565655,2025-05-11 00:00:00,Debit Card,Success,26576.58
726981,504777,2025-06-22 00:00:00,Wallet,Pending,48304.82
726982,562823,2026-02-19 00:00:00,,Failed,55901.5
726983,516499,2025-04-16 00:00:00,UPI,Success,21072.94
726984,559576,2025-07-26 00:00:00,UPI,Success,2651.69
726985,554355,2026-02-17 00:00:00,Net Banking,Success,21531.05
726986,510491,2026-01-22 00:00:00,Credit Card,Success,41452.9
726987,500033,2025-05-29 00:00:00,UPI,Success,34031.97
726988,508873,2026-08-21 00:00:00,Credit Card,Success,21702.99
726989,563027,2026-02-02 00:00:00,Debit Card,Success,2040.95
726990,519751,2025-10-30 00:00:00,Credit Card,Success,35341.82
726991,582365,2025-07-26 00:00:00,COD,Success,2604.33
726992,543042,2026-02-24 00:00:00,Cash on Delivery,Pending,73944.65
726993,556683,2026-03-16 00:00:00,Credit Card,Success,74159.53
726994,526230,2026-02-28 00:00:00,Net Banking,,46248.73
726995,576256,2025-05-11 00:00:00,Credit Card,Success,30493.1
726996,597832,2026-08-03 00:00:00,Cash on Delivery,success,51861.2
726997,510915,2026-06-27 00:00:00,Net Banking,Success,65875.47
726998,585800,2025-08-26 00:00:00,UPI,Failed,29365.85
726999,561739,2026-08-05 00:00:00,COD,Failed,53274.45
727000,549326,2025-04-08 00:00:00,Wallet,Success,21819.3
727001,578494,2025-01-06 00:00:00,UPI,Success,77568.39
727002,552423,2026-06-02 00:00:00,Net Banking,Success,35113.37
727003,575144,2026-01-03 00:00:00,Debit Card,Success,2389.22
727004,515204,2026-07-16 00:00:00,Credit Card,Success,45858.62
727005,599220,2025-10-05 00:00:00,UPI,Success,12591.45
727006,507872,2025-03-21 00:00:00,Debit Card,Refunded,11530.66
727007,557409,2025-08-15 00:00:00,Wallet,Success,56333.12
727008,596089,2025-06-12 00:00:00,COD,Success,54238.75
727009,517387,2026-01-20 00:00:00,UPI,Success,44219.35
727010,598341,2025-05-10 00:00:00,Debit Card,Success,74408.86
727011,502187,2025-09-21 00:00:00,Credit Card,Failed,73257.89
727012,524688,2025-12-13 00:00:00,COD,Success,13693.0
727013,541731,2025-11-14 00:00:00,COD,Refunded,39180.48
727014,539591,2026-08-17 00:00:00,Credit Card,Success,72620.39
727015,528122,2025-04-17 00:00:00,Debit Card,Success,50514.09
727016,523080,2025-06-24 00:00:00,UPI,Success,33364.98
727017,573963,2025-08-07 00:00:00,Wallet,success,5681.4
727018,540175,2025-08-24 00:00:00,UPI,Refunded,67268.94
727019,532431,2025-03-10 00:00:00,Credit Card,Refunded,59207.08
727020,563074,2025-11-11 00:00:00,Credit Card,Success,41351.09
727021,561406,2026-06-14 00:00:00,UPI,Refunded,78141.43
727022,541710,2025-11-26 00:00:00,UPI,Success,72290.67
727023,550880,2026-03-20 00:00:00,UPI,Success,3942.63
727024,555096,2025-07-14 00:00:00,UPI,Success,37715.94
727025,510757,2025-02-02 00:00:00,UPI,Success,3966.95
727026,520283,2026-04-09 00:00:00,Debit Card,Refunded,41402.54
727027,533091,2025-07-08 00:00:00,UPI,Success,59288.96
727028,507116,2025-09-01 00:00:00,upi,Refunded,18546.23
727029,540733,2025-10-28 00:00:00,Cash on Delivery,Success,23789.43
727030,511266,2025-07-24 00:00:00,Credit Card,Failed,16612.04
727031,591786,2025-08-15 00:00:00,Net Banking,Success,23008.69
727032,545484,2026-01-01 00:00:00,Debit Card,Success,12700.76
727033,551200,2025-02-02 00:00:00,Debit Card,Success,67101.81
727034,568328,2025-06-03 00:00:00,Debit Card,Success,8981.04
727035,501021,2025-04-05 00:00:00,Debit Card,Success,17943.05
727036,518359,2025-07-09 00:00:00,UPI,Pending,49887.9
727037,580665,2026-04-08 00:00:00,COD,Failed,50593.73
727038,578444,2026-01-01 00:00:00,UPI,Refunded,71164.67
727039,530372,2025-04-26 00:00:00,Credit Card,Success,47925.0
727040,556650,2026-03-13 00:00:00,Debit Card,Success,46060.92
727041,523830,2025-04-14 00:00:00,Debit Card,Pending,65854.55
727042,547787,2025-11-15 00:00:00,Debit Card,Success,33746.52
727043,527956,2025-09-11 00:00:00,UPI,Refunded,2337.03
727044,564412,2025-11-04 00:00:00,UPI,Success,54502.78
727045,587434,2026-02-05 00:00:00,Wallet,Success,41950.49
727046,519943,2025-12-15 00:00:00,Credit Card,Success,21965.56
727047,568520,2026-08-20 00:00:00,Net Banking,Refunded,78454.21
727048,538956,2025-11-29 00:00:00,Wallet,Success,45286.32
727049,535468,2025-01-13 00:00:00,upi,Failed,51094.03
727050,564259,2025-08-29 00:00:00,Credit Card,Failed,51389.28
727051,520227,2025-05-05 00:00:00,Wallet,Success,20444.24
727052,598861,2025-10-13 00:00:00,upi,Success,71409.96
727053,594991,2025-12-14 00:00:00,Net Banking,Refunded,43598.68
727054,558291,2026-05-24 00:00:00,Debit Card,Failed,49136.62
727055,507509,2025-02-07 00:00:00,UPI,success,63806.96
727056,596238,2025-08-20 00:00:00,Wallet,,43441.23
727057,535486,2025-05-09 00:00:00,COD,Success,73404.53
727058,513558,2026-05-17 00:00:00,UPI,Success,3449.93
727059,521072,2025-06-02 00:00:00,UPI,Success,66835.21
727060,556404,2025-04-21 00:00:00,Debit Card,Success,46990.57
727061,525393,2026-07-21 00:00:00,Credit Card,Success,10354.07
727062,564094,2025-02-23 00:00:00,upi,Success,38574.55
727063,521700,2026-01-21 00:00:00,Debit Card,Success,75995.93
727064,524270,2025-02-15 00:00:00,Debit Card,Success,25767.94
727065,594883,2026-01-15 00:00:00,upi,Success,72572.61
727066,586867,2025-07-15 00:00:00,Net Banking,Pending,74997.48
727067,516749,2026-04-12 00:00:00,Debit Card,Success,48140.14
727068,586395,2025-08-10 00:00:00,Credit Card,Success,12978.7
727069,550332,2025-04-03 00:00:00,COD,Refunded,59407.88
727070,533332,2026-05-18 00:00:00,Debit Card,Success,62369.94
727071,574197,2025-05-27 00:00:00,UPI,Pending,41754.42
727072,541484,2026-02-12 00:00:00,UPI,Pending,42489.4
727073,532064,2025-04-09 00:00:00,upi,Failed,17815.96
727074,582650,2025-04-15 00:00:00,Net Banking,Failed,39365.37
727075,502611,2025-03-08 00:00:00,Wallet,Success,19622.92
727076,559020,2025-05-31 00:00:00,Debit Card,Pending,76677.51
727077,580874,2025-12-25 00:00:00,UPI,Failed,8416.85
727078,557397,2025-01-30 00:00:00,Wallet,Success,75434.2
727079,552430,2025-09-27 00:00:00,Cash on Delivery,Success,74035.61
727080,523528,2025-03-24 00:00:00,COD,Success,21993.98
727081,566428,2025-06-15 00:00:00,COD,Refunded,12464.03
727082,545292,2025-01-26 00:00:00,Net Banking,Success,15964.05
727083,552536,2026-03-29 00:00:00,Credit Card,Pending,28201.13
727084,509602,2025-02-27 00:00:00,UPI,Success,52522.13
727085,516949,2025-12-20 00:00:00,Net Banking,Failed,43732.88
727086,590775,2025-09-07 00:00:00,Net Banking,Failed,16669.35
727087,513037,2025-12-20 00:00:00,UPI,Success,62880.85
727088,574124,2025-01-16 00:00:00,UPI,Success,63698.6
727089,541079,2026-08-02 00:00:00,Net Banking,Success,62045.31
727090,547147,2026-01-17 00:00:00,UPI,Success,45959.26
727091,572175,2026-08-18 00:00:00,UPI,Pending,13263.77
727092,576425,2026-08-23 00:00:00,UPI,Success,44033.41
727093,593936,2026-07-02 00:00:00,Wallet,Success,29930.23
727094,539087,2025-03-05 00:00:00,UPI,,76833.33
727095,500893,2025-11-05 00:00:00,COD,Success,54072.27
727096,554626,2025-08-24 00:00:00,Credit Card,Success,69785.64
727097,548379,2025-03-23 00:00:00,Wallet,Success,23416.03
727098,535106,2025-04-25 00:00:00,Net Banking,Pending,76362.28
727099,558982,2025-12-26 00:00:00,UPI,Success,57136.87
727100,523770,2025-03-10 00:00:00,UPI,Pending,45163.16
727101,520260,2026-07-15 00:00:00,UPI,Failed,65447.97
727102,516536,2025-04-24 00:00:00,upi,Success,69309.88
727103,530496,2025-06-29 00:00:00,COD,Success,33914.62
727104,584664,2025-03-13 00:00:00,upi,Failed,56805.05
727105,554325,2025-11-22 00:00:00,UPI,Success,16803.11
727106,511471,2026-04-04 00:00:00,UPI,Refunded,11814.39
727107,511030,2026-07-03 00:00:00,Credit Card,Success,31056.68
727108,564907,2026-07-25 00:00:00,Credit Card,Success,60843.03
727109,567100,2026-03-11 00:00:00,Credit Card,Failed,7884.75
727110,535730,2025-06-01 00:00:00,Net Banking,Success,488.14
727111,568591,2026-02-12 00:00:00,Debit Card,Success,12059.97
727112,594459,2026-05-08 00:00:00,UPI,Success,20438.73
727113,516769,2025-01-08 00:00:00,Debit Card,Failed,63606.54
727114,511230,2026-01-25 00:00:00,COD,Success,77331.13
727115,538725,2026-05-05 00:00:00,Credit Card,Refunded,37322.82
727116,558976,2025-03-06 00:00:00,COD,Success,76943.08
727117,523311,2025-02-02 00:00:00,Net Banking,,77804.86
727118,508251,2026-08-22 00:00:00,,Success,49311.63
727119,596206,2025-09-12 00:00:00,COD,Success,41900.63
727120,513533,2025-07-23 00:00:00,Cash on Delivery,Pending,33896.05
727121,546997,2025-04-27 00:00:00,UPI,Success,14584.29
727122,541733,2026-06-10 00:00:00,UPI,Success,726.1
727123,553785,2025-04-13 00:00:00,UPI,Refunded,66106.7
727124,508573,2026-01-11 00:00:00,Credit Card,Success,5103.96
727125,538953,2026-07-02 00:00:00,Wallet,Success,10784.56
727126,531672,2025-12-08 00:00:00,Credit Card,Success,38377.57
727127,508528,2026-01-04 00:00:00,UPI,Refunded,24967.36
727128,525439,2025-06-14 00:00:00,Debit Card,Success,63559.44
727129,543957,2025-03-07 00:00:00,Credit Card,Success,33770.3
727130,582013,2026-02-06 00:00:00,Wallet,Failed,5055.56
727131,506954,2025-07-02 00:00:00,COD,Success,36169.2
727132,567959,2026-02-20 00:00:00,Cash on Delivery,Success,6442.02
727133,528090,2025-03-06 00:00:00,COD,Success,46051.72
727134,564795,2026-01-31 00:00:00,Credit Card,Pending,4747.48
727135,580325,2026-03-14 00:00:00,UPI,Refunded,62646.28
727136,511519,2026-04-15 00:00:00,Net Banking,Failed,6125.23
727137,529650,2025-03-05 00:00:00,Credit Card,Success,12347.26
727138,534427,2025-05-20 00:00:00,COD,Refunded,58923.42
727139,597030,2026-08-19 00:00:00,Wallet,Success,48586.12
727140,551633,2026-08-23 00:00:00,UPI,Pending,8222.5
727141,531111,2025-06-02 00:00:00,COD,success,28254.68
727142,520510,2025-06-01 00:00:00,UPI,Success,17005.76
727143,575536,2025-02-03 00:00:00,Net Banking,Failed,76567.18
727144,519558,2026-06-29 00:00:00,UPI,Success,72394.2
727145,587092,2025-09-12 00:00:00,UPI,Success,24117.47
727146,573199,2025-11-01 00:00:00,COD,Success,1428.86
727147,597672,2025-12-23 00:00:00,UPI,Success,6787.69
727148,575991,2026-06-28 00:00:00,COD,Success,55782.28
727149,558027,2026-04-03 00:00:00,Cash on Delivery,Success,54833.26
727150,500468,2025-06-15 00:00:00,COD,Success,43199.73
727151,576965,2025-01-21 00:00:00,UPI,Success,76362.05
727152,563470,2025-11-21 00:00:00,UPI,Success,78519.38
727153,580371,2025-05-17 00:00:00,Cash on Delivery,Success,16324.01
727154,563610,2025-04-19 00:00:00,upi,Failed,68979.33
727155,581264,2025-04-22 00:00:00,Credit Card,Success,21917.53
727156,578240,2025-02-20 00:00:00,UPI,Success,66090.72
727157,508872,2026-01-24 00:00:00,Credit Card,Success,41644.51
727158,585349,2026-08-17 00:00:00,Net Banking,Failed,52424.42
727159,548286,2026-03-22 00:00:00,UPI,Success,52818.43
727160,590718,2026-03-23 00:00:00,UPI,Success,58959.93
727161,547391,2026-08-06 00:00:00,Credit Card,Success,11378.63
727162,568874,2026-06-15 00:00:00,UPI,Success,68567.24
727163,524978,2025-03-22 00:00:00,UPI,Success,19179.28
727164,575046,2026-02-17 00:00:00,Wallet,Success,18114.83
727165,558224,2026-03-05 00:00:00,Net Banking,Success,16751.71
727166,596375,2026-07-05 00:00:00,Debit Card,Refunded,34012.68
727167,507067,2025-08-04 00:00:00,UPI,Success,76185.99
727168,540744,2025-11-18 00:00:00,UPI,Success,12945.74
727169,581298,2025-11-22 00:00:00,Net Banking,Failed,27003.76
727170,512167,2025-03-14 00:00:00,Credit Card,Success,16229.04
727171,539456,2026-05-30 00:00:00,UPI,Success,55555.55
727172,516576,2025-10-13 00:00:00,Net Banking,Success,60805.8
727173,564684,2026-01-26 00:00:00,Cash on Delivery,Success,65368.64
727174,572020,2025-12-31 00:00:00,Net Banking,Success,20117.72
727175,580685,2026-02-21 00:00:00,UPI,Success,59149.31
727176,529742,2026-03-15 00:00:00,UPI,Failed,48460.59
727177,533970,2025-05-25 00:00:00,UPI,Success,6256.1
727178,523586,2026-08-06 00:00:00,Cash on Delivery,Success,58113.06
727179,587060,2025-07-28 00:00:00,UPI,Success,6436.39
727180,585451,2025-03-03 00:00:00,Debit Card,Success,
727181,585068,2025-12-03 00:00:00,Credit Card,Failed,42630.34
727182,503901,2025-08-22 00:00:00,Credit Card,Refunded,4512.27
727183,510679,2026-05-31 00:00:00,Credit Card,Success,46238.74
727184,541053,2025-09-30 00:00:00,Debit Card,Success,35264.43
727185,597877,2025-09-19 00:00:00,COD,Success,48697.16
727186,576722,2025-07-16 00:00:00,UPI,Success,55194.42
727187,575917,2025-02-07 00:00:00,UPI,Success,29437.8
727188,502754,2026-02-25 00:00:00,UPI,Pending,20689.49
727189,518193,2025-11-20 00:00:00,UPI,Failed,12330.48
727190,501087,2025-04-25 00:00:00,UPI,Success,32408.18
727191,569380,2025-06-29 00:00:00,,Success,32797.37
727192,575803,2026-01-17 00:00:00,COD,Success,51889.09
727193,584049,2026-01-24 00:00:00,Credit Card,Success,60557.01
727194,506104,2025-03-10 00:00:00,Net Banking,Failed,47337.74
727195,558965,2025-03-23 00:00:00,Cash on Delivery,Refunded,58534.84
727196,580711,2026-01-29 00:00:00,UPI,Success,5366.86
727197,543758,2025-04-11 00:00:00,Credit Card,Pending,18429.51
727198,503108,2025-10-08 00:00:00,UPI,Refunded,4986.57
727199,501137,2026-01-08 00:00:00,COD,Failed,53124.6
727200,589229,2026-02-07 00:00:00,Wallet,Refunded,20726.45
727201,554498,2025-03-22 00:00:00,COD,Success,73580.36
727202,502199,2025-06-18 00:00:00,Credit Card,Failed,47570.58
727203,584559,2026-05-22 00:00:00,Net Banking,Failed,73834.58
727204,557545,2026-01-05 00:00:00,Net Banking,Success,76123.35
727205,550509,2026-01-02 00:00:00,Credit Card,Success,4717.88
727206,571636,2025-08-21 00:00:00,UPI,Success,58854.98
727207,590949,2025-06-09 00:00:00,Credit Card,Success,57043.78
727208,544973,2026-08-11 00:00:00,COD,Success,62507.01
727209,576194,2025-04-27 00:00:00,Debit Card,,57577.74
727210,548365,2025-01-27 00:00:00,UPI,Success,43858.69
727211,597614,2026-04-04 00:00:00,Wallet,Success,15477.46
727212,548326,2025-01-23 00:00:00,UPI,Success,47383.23
727213,538979,2025-02-12 00:00:00,Credit Card,Pending,41491.42
727214,588283,2025-08-23 00:00:00,COD,Success,79405.99
727215,577297,2025-02-10 00:00:00,Debit Card,Success,54983.37
727216,573573,2025-12-02 00:00:00,UPI,Success,18043.64
727217,548128,2025-06-28 00:00:00,Cash on Delivery,Success,57543.68
727218,585764,2025-05-25 00:00:00,UPI,Success,27823.4
727219,530473,2026-03-08 00:00:00,,Success,64829.12
727220,570653,2025-12-30 00:00:00,Wallet,Success,62061.88
727221,540708,2025-08-23 00:00:00,Credit Card,Success,54045.82
727222,525949,2025-11-22 00:00:00,UPI,Refunded,37592.52
727223,565810,2025-01-12 00:00:00,UPI,,34342.37
727224,586326,2025-10-18 00:00:00,Debit Card,Success,32702.98
727225,542184,2025-04-17 00:00:00,Debit Card,Success,33459.73
727226,555042,2026-01-15 00:00:00,Debit Card,Success,76657.92
727227,589255,2025-07-22 00:00:00,COD,,70102.62
727228,539742,2025-02-11 00:00:00,Credit Card,Success,26094.86
727229,514476,2025-05-01 00:00:00,COD,Success,36845.9
727230,546614,2026-08-16 00:00:00,Credit Card,Pending,73222.89
727231,512423,2025-09-21 00:00:00,Credit Card,Success,65772.64
727232,599773,2025-03-28 00:00:00,Debit Card,Success,79232.41
727233,540073,2025-12-29 00:00:00,Wallet,Failed,33824.41
727234,558587,2025-04-15 00:00:00,Cash on Delivery,Refunded,1230.56
727235,570238,2025-05-01 00:00:00,Debit Card,Success,27070.08
727236,573138,2026-07-14 00:00:00,UPI,Success,62932.68
727237,509363,2026-02-20 00:00:00,UPI,Success,35936.93
727238,569187,2025-10-02 00:00:00,UPI,Pending,53610.91
727239,557875,2025-10-31 00:00:00,Net Banking,Failed,11907.53
727240,586092,2025-10-31 00:00:00,UPI,Success,7194.92
727241,526977,2026-06-09 00:00:00,Net Banking,Failed,735.84
727242,551954,2026-03-03 00:00:00,Credit Card,Success,50188.21
727243,523233,2025-08-10 00:00:00,Wallet,,31134.79
727244,514834,2026-01-09 00:00:00,Net Banking,Success,34351.16
727245,521762,2025-08-10 00:00:00,UPI,Pending,43755.17
727246,516398,2025-10-08 00:00:00,UPI,Success,69033.22
727247,514734,2025-12-15 00:00:00,UPI,Success,55407.27
727248,562893,2025-08-06 00:00:00,,Success,8934.39
727249,593390,2025-03-08 00:00:00,Credit Card,Refunded,56248.28
727250,576224,2026-04-04 00:00:00,UPI,Success,58481.41
727251,555385,2025-01-29 00:00:00,UPI,Success,63558.77
727252,541592,2026-06-11 00:00:00,COD,Failed,42074.36
727253,599780,2026-08-12 00:00:00,UPI,Pending,60017.02
727254,572790,2025-06-19 00:00:00,UPI,Success,79905.13
727255,540235,2025-10-28 00:00:00,Credit Card,Success,8141.76
727256,531162,2025-02-10 00:00:00,UPI,Success,32992.75
727257,548660,2025-10-21 00:00:00,Credit Card,Success,41426.1
727258,570717,2025-08-19 00:00:00,Credit Card,Success,3923.65
727259,539336,2026-07-30 00:00:00,Net Banking,Success,41288.67
727260,553638,2025-09-24 00:00:00,Credit Card,Failed,61778.04
727261,578770,2025-10-08 00:00:00,Net Banking,Success,57536.81
727262,581263,not_available,Debit Card,Success,37686.45
727263,562628,2025-04-14 00:00:00,COD,Failed,24208.79
727264,520726,2025-03-29 00:00:00,COD,Success,60730.11
727265,548486,2025-11-07 00:00:00,UPI,Success,8267.56
727266,529934,2025-12-31 00:00:00,UPI,Success,49131.33
727267,577665,2025-05-10 00:00:00,UPI,Success,45203.37
727268,597339,2026-07-14 00:00:00,Wallet,Refunded,69374.37
727269,583884,2025-10-06 00:00:00,UPI,Pending,67180.55
727270,507132,2025-02-11 00:00:00,COD,Success,41677.67
727271,504864,2025-04-26 00:00:00,UPI,Success,43590.22
727272,506279,2025-05-31 00:00:00,Credit Card,Success,76693.85
727273,553759,2026-01-04 00:00:00,COD,Success,57061.15
727274,520133,2026-08-23 00:00:00,COD,Pending,49898.99
727275,569567,2025-03-10 00:00:00,,success,74567.11
727276,563991,2026-06-17 00:00:00,Credit Card,Success,5547.67
727277,563311,2025-02-28 00:00:00,Credit Card,Success,63970.15
727278,588964,2026-06-16 00:00:00,Credit Card,Success,15629.4
727279,573347,2026-05-04 00:00:00,COD,Success,28194.83
727280,541314,2025-07-22 00:00:00,Debit Card,Success,5831.93
727281,533590,2026-01-01 00:00:00,upi,Failed,50273.08
727282,540619,2026-06-21 00:00:00,Debit Card,Failed,40048.85
727283,595654,2025-07-23 00:00:00,Cash on Delivery,Success,33713.02
727284,587232,2026-04-07 00:00:00,Credit Card,Success,61925.62
727285,522770,2025-01-21 00:00:00,COD,Success,46719.42
727286,578346,2026-05-13 00:00:00,UPI,Success,46338.3
727287,545208,2025-11-14 00:00:00,Net Banking,Pending,69153.26
727288,501071,2026-07-14 00:00:00,Debit Card,Success,75403.53
727289,545111,2025-11-06 00:00:00,UPI,Success,73886.89
727290,548640,2026-08-05 00:00:00,Net Banking,Success,41878.36
727291,592436,2026-04-23 00:00:00,UPI,Success,31815.0
727292,519663,2026-07-31 00:00:00,UPI,Success,30163.61
727293,555466,2025-03-07 00:00:00,Wallet,Pending,19764.09
727294,591892,2025-03-03 00:00:00,UPI,Failed,13976.15
727295,518357,2025-03-07 00:00:00,UPI,Success,74696.98
727296,516548,2025-11-12 00:00:00,Debit Card,Failed,79322.61
727297,507065,2025-07-07 00:00:00,COD,Failed,2788.62
727298,571583,2026-05-12 00:00:00,Credit Card,Success,9095.57
727299,535175,2025-11-21 00:00:00,COD,Success,1700.0
727300,566051,2025-12-29 00:00:00,Credit Card,Success,69413.18
727301,571323,2025-05-24 00:00:00,,Success,65213.23
727302,585126,2026-05-08 00:00:00,Credit Card,Pending,43470.97
727303,571478,2026-01-31 00:00:00,Wallet,Failed,73547.29
727304,574555,2025-11-16 00:00:00,Net Banking,Success,15827.85
727305,510648,2026-08-06 00:00:00,UPI,success,273.29
727306,577399,2025-03-08 00:00:00,UPI,Failed,33000.52
727307,510296,2025-11-26 00:00:00,upi,Success,52030.68
727308,580068,2025-10-25 00:00:00,Net Banking,Success,48064.04
727309,514060,2026-01-29 00:00:00,Credit Card,Success,15573.76
727310,578221,2026-01-08 00:00:00,UPI,Success,2902.45
727311,547230,2025-12-10 00:00:00,Credit Card,Success,28530.9
727312,552197,2025-07-22 00:00:00,Net Banking,Success,74779.94
727313,574726,2025-04-15 00:00:00,COD,Refunded,72028.26
727314,542206,2026-03-14 00:00:00,Credit Card,Success,5804.81
727315,554959,2026-02-19 00:00:00,Credit Card,Success,18027.28
727316,525993,2025-04-28 00:00:00,COD,Success,5890.78
727317,582113,2025-10-24 00:00:00,UPI,Refunded,75421.49
727318,570993,2025-10-26 00:00:00,Debit Card,Success,58921.8
727319,511644,2026-07-10 00:00:00,UPI,Success,30332.02
727320,551945,2026-03-21 00:00:00,UPI,Pending,24297.39
727321,535334,2026-07-11 00:00:00,Wallet,Success,40086.06
727322,515986,2025-11-30 00:00:00,UPI,Success,53795.66
727323,529526,2026-04-17 00:00:00,,Refunded,42239.68
727324,597949,2025-05-07 00:00:00,COD,Success,44600.0
727325,513939,2025-07-27 00:00:00,COD,Success,31944.83
727326,584929,2025-12-02 00:00:00,COD,Success,4771.26
727327,519273,2026-01-15 00:00:00,,Success,58877.37
727328,546062,2025-07-28 00:00:00,Credit Card,Success,28216.17
727329,564935,2026-05-14 00:00:00,UPI,Success,29162.57
727330,519169,2026-05-20 00:00:00,UPI,Success,15870.74
727331,505650,2025-07-02 00:00:00,COD,Success,5273.26
727332,520988,2026-04-30 00:00:00,UPI,Refunded,19864.08
727333,500077,2026-03-08 00:00:00,UPI,Success,67145.76
727334,596540,2026-03-04 00:00:00,Credit Card,Pending,57062.63
727335,529604,2025-05-23 00:00:00,COD,Success,45781.3
727336,572244,2025-01-23 00:00:00,UPI,Success,37267.33
727337,523445,2026-08-07 00:00:00,Net Banking,Success,7111.4
727338,551856,2025-10-11 00:00:00,COD,Refunded,32689.47
727339,504095,2025-10-20 00:00:00,Net Banking,Failed,69208.8
727340,567853,2026-06-02 00:00:00,UPI,Success,16598.98
727341,520650,2025-08-12 00:00:00,Debit Card,Success,67937.04
727342,535947,2026-04-04 00:00:00,Credit Card,Success,38352.23
727343,576117,2026-07-21 00:00:00,Debit Card,Refunded,8727.28
727344,563075,2025-05-19 00:00:00,UPI,Success,64944.32
727345,500606,2026-06-30 00:00:00,UPI,Refunded,12404.41
727346,587993,2025-02-20 00:00:00,,Success,43474.46
727347,583141,2025-09-22 00:00:00,Net Banking,Success,63273.81
727348,520011,2026-03-06 00:00:00,Cash on Delivery,Success,52620.56
727349,510258,2026-03-25 00:00:00,UPI,Success,12082.54
727350,596986,2026-09-04 00:00:00,Net Banking,Failed,38004.2
727351,592827,2025-12-08 00:00:00,,Success,76724.42
727352,552641,2025-07-15 00:00:00,upi,Failed,37644.71
727353,505648,2025-07-24 00:00:00,UPI,Success,5170.36
727354,506215,2026-02-01 00:00:00,Credit Card,success,13608.22
727355,581976,2026-03-23 00:00:00,UPI,Refunded,47468.94
727356,503653,2026-02-18 00:00:00,Credit Card,Success,
