order_item_id,order_id,product_id,quantity
904316,502783,1641,4
904317,502784,1197,4
904318,502785,1256,1
904319,502785,1710,2
904320,502786,1608,1
904321,502787,1944,3
904322,502788,1541,2
904323,502788,1777,1
904324,502788,1297,2
904325,502789,1270,1
904326,502790,1083,3
904327,502791,1533,1
904328,502792,1309,4
904329,502792,1949,1
904330,502793,1367,2
904331,502794,1924,2
904332,502795,1983,3
904333,502795,1513,1
904334,502796,1048,4
904335,502797,1700,1
904336,502798,1153,2
904337,502799,1546,2
904338,502800,1969,3
904339,502801,1292,2
904340,502802,1563,1
904341,502802,1465,1
904342,502802,1118,2
904343,502803,1669,1
904344,502803,1007,2
904345,502803,1648,5
904346,502804,1112,2
904347,502804,1993,1
904348,502805,1898,1
904349,502805,1802,1
904350,502806,1980,1
904351,502806,1033,1
904352,502807,1426,1
904353,502807,1409,1
904354,502808,1104,2
904355,502808,1255,2
904356,502809,1433,2
904357,502809,1545,2
904358,502810,1341,1
904359,502810,1982,1
904360,502811,1092,3
904361,502811,1248,3
904362,502812,1337,5
904363,502813,1990,1
904364,502814,1144,1
904365,502814,1876,3
904366,502815,1452,1
904367,502816,1253,4
904368,502817,1059,1
904369,502818,1967,1
904370,502818,1968,1
904371,502819,1137,1
904372,502820,1893,1
904373,502820,1632,1
904374,502821,1804,1
904375,502822,1723,1
904376,502823,1346,1
904377,502823,1855,1
904378,502823,1947,2
904379,502824,1959,1
904380,502824,1718,3
904381,502825,1209,1
904382,502826,1358,4
904383,502827,1604,3
904384,502827,1882,1
904385,502828,1414,10
904386,502828,1977,1
904387,502829,1214,2
904388,502829,1691,3
904389,502830,1032,4
904390,502831,1011,1
904391,502832,1442,4
904392,502832,1872,2
904393,502833,1853,1
904394,502834,1550,1
904395,502835,1604,3
904396,502836,1965,1
904397,502836,1908,1
904398,502837,1106,1
904399,502837,1925,1
904400,502837,1229,3
904401,502838,1288,1
904402,502839,1014,3
904403,502840,1151,1
904404,502840,1170,2
904405,502841,1716,10
904406,502842,1862,1
904407,502842,1251,1
904408,502842,1854,3
904409,502843,1121,3
904410,502844,1386,2
904411,502844,1909,2
904412,502845,1648,1
904413,502845,1665,1
904414,502846,1336,1
904415,502847,1229,-2
904416,502848,1116,3
904417,502849,1339,2
904418,502850,1404,3
904419,502850,1682,1
904420,502851,1066,2
904421,502852,1876,2
904422,502852,1861,2
904423,502853,1612,3
904424,502854,1989,1
904425,502855,1088,2
904426,502856,1830,2
904427,502857,1023,4
904428,502858,1546,2
904429,502859,1385,1
904430,502860,1395,4
904431,502860,1017,1
904432,502861,1906,1
904433,502862,1061,5
904434,502862,1172,1
904435,502862,1873,3
904436,502863,1301,1
904437,502863,1496,1
904438,502864,1463,1
904439,502865,1433,1
904440,502866,1052,2
904441,502867,1585,2
904442,502867,1951,2
904443,502867,1855,1
904444,502868,1426,1
904445,502869,1393,1
904446,502870,1265,2
904447,502870,1115,4
904448,502871,1434,4
904449,502871,1358,1
904450,502872,1416,3
904451,502873,1846,1
904452,502873,1032,1
904453,502874,1380,2
904454,502875,1671,4
904455,502875,1965,1
904456,502876,1788,1
904457,502877,1484,4
904458,502878,1153,0
904459,502879,1516,1
904460,502879,1561,2
904461,502879,1982,3
904462,502880,1250,3
904463,502880,1354,2
904464,502880,1918,10
904465,502881,1154,1
904466,502881,1055,1
904467,502881,1709,2
904468,502882,1464,3
904469,502883,1773,2
904470,502883,1064,1
904471,502883,1798,1
904472,502884,1873,2
904473,502884,1441,2
904474,502885,1366,3
904475,502886,1242,2
904476,502887,1903,1
904477,502887,1909,2
904478,502888,1561,1
904479,502889,1253,3
904480,502889,1860,3
904481,502890,1666,1
904482,502891,1353,1
904483,502892,1016,1
904484,502892,1745,2
904485,502892,1992,2
904486,502893,1510,1
904487,502894,1541,2
904488,502895,1772,1
904489,502896,1036,3
904490,502897,1281,2
904491,502897,1160,1
904492,502897,1977,1
904493,502898,1931,3
904494,502898,1883,3
904495,502899,1632,1
904496,502899,1505,3
904497,502900,1418,1
904498,502900,1306,2
904499,502901,1791,1
904500,502902,1814,2
904501,502902,1862,3
904502,502903,1879,5
904503,502904,1726,1
904504,502904,1561,1
904505,502904,1867,2
904506,502905,1335,2
904507,502906,1308,3
904508,502907,1652,2
904509,502907,1577,1
904510,502908,1496,1
904511,502908,1127,1
904512,502909,1539,2
904513,502909,1972,2
904514,502910,1414,1
904515,502911,1020,1
904516,502912,1112,1
904517,502912,1050,1
904518,502913,1950,2
904519,502914,1601,1
904520,502915,1886,1
904521,502915,1386,2
904522,502916,1450,1
904523,502916,1964,1
904524,502917,1876,4
904525,502917,1071,3
904526,502917,1213,2
904527,502918,1524,1
904528,502918,1631,1
904529,502919,1418,2
904530,502920,1464,1
904531,502920,1514,4
904532,502920,1270,3
904533,502921,1059,1
904534,502921,1320,1
904535,502922,1637,1
904536,502922,1467,1
904537,502923,1220,3
904538,502923,1898,5
904539,502924,1203,1
904540,502924,1081,1
904541,502925,1393,4
904542,502926,1268,1
904543,502927,1592,1
904544,502927,1980,1
904545,502928,1934,2
904546,502929,1747,1
904547,502930,1906,2
904548,502931,1878,1
904549,502932,1918,2
904550,502932,1973,2
904551,502933,1049,1
904552,502934,1613,1
904553,502934,1796,1
904554,502934,1367,2
904555,502935,1611,3
904556,502935,1642,1
904557,502936,1981,2
904558,502937,1314,1
904559,502938,1371,2
904560,502938,1772,1
904561,502939,1912,3
904562,502939,1806,1
904563,502940,1481,2
904564,502941,1150,1
904565,502942,1394,2
904566,502942,1965,1
904567,502943,1220,1
904568,502944,1544,5
904569,502945,1184,2
904570,502946,1241,1
904571,502947,1914,2
904572,502947,1268,2
904573,502948,1020,1
904574,502949,1511,3
904575,502949,1492,1
904576,502950,1462,1
904577,502951,1243,3
904578,502952,1299,3
904579,502953,1692,2
904580,502953,1024,4
904581,502954,1098,3
904582,502954,1324,3
904583,502955,1386,2
904584,502956,1278,2
904585,502957,1185,1
904586,502957,1034,4
904587,502957,1549,3
904588,502958,1518,1
904589,502959,1529,2
904590,502960,1246,2
904591,502961,1557,1
904592,502962,1138,1
904593,502963,1320,3
904594,502963,1266,4
904595,502964,1249,2
904596,502964,1129,2
904597,502965,1260,1
904598,502965,1892,3
904599,502966,1423,1
904600,502967,1506,1
904601,502967,1693,1
904602,502967,1723,3
904603,502968,1387,1
904604,502969,1707,1
904605,502970,1852,1
904606,502971,1745,4
904607,502972,1055,1
904608,502972,1747,1
904609,502973,1870,1
904610,502974,1715,1
904611,502975,1951,1
904612,502975,1618,4
904613,502976,1285,3
904614,502977,1161,3
904615,502977,1201,2
904616,502978,1815,4
904617,502979,1510,2
904618,502979,1014,5
904619,502979,1708,2
904620,502980,1606,2
904621,502980,1229,1
904622,502981,1156,2
904623,502982,1220,2
904624,502983,1437,2
904625,502984,1792,1
904626,502985,1937,4
904627,502985,1092,1
904628,502985,1691,2
904629,502986,1274,3
904630,502987,1766,1
904631,502988,1809,3
904632,502989,1968,2
904633,502990,1006,3
904634,502990,1734,2
904635,502991,1565,2
904636,502991,1277,3
904637,502992,1028,1
904638,502992,1670,1
904639,502993,1207,1
904640,502993,1158,2
904641,502994,1890,1
904642,502994,1638,2
904643,502995,1107,1
904644,502995,1241,1
904645,502996,1571,1
904646,502997,1269,2
904647,502998,1275,1
904648,502999,1741,1
904649,502999,1112,3
904650,503000,1491,3
904651,503001,1860,1
904652,503001,1444,2
904653,503002,1269,1
904654,503002,1238,1
904655,503003,1422,3
904656,503004,1128,1
904657,503004,1504,3
904658,503005,1118,1
904659,503005,1131,3
904660,503006,1478,2
904661,503006,1379,2
904662,503007,1799,4
904663,503007,1266,1
904664,503007,1412,1
904665,503008,1926,2
904666,503009,1677,1
904667,503009,1834,1
904668,503010,1826,1
904669,503010,1566,1
904670,503010,1751,3
904671,503011,1582,2
904672,503011,1293,4
904673,503012,1098,2
904674,503013,1311,1
904675,503014,1248,3
904676,503015,1783,2
904677,503015,1865,2
904678,503016,1712,1
904679,503016,1099,3
904680,503016,1260,1
904681,503017,1541,3
904682,503017,1572,1
904683,503018,1794,1
904684,503018,1738,3
904685,503019,1529,2
904686,503019,1632,3
904687,503020,1391,2
904688,503021,1101,1
904689,503022,1697,4
904690,503023,1720,2
904691,503023,1932,0
904692,503024,1195,1
904693,503024,1533,1
904694,503025,1356,3
904695,503025,1146,4
904696,503026,1130,2
904697,503027,1925,4
904698,503028,1938,2
904699,503028,1824,2
904700,503029,1463,1
904701,503030,1213,1
904702,503031,1586,1
904703,503031,1433,2
904704,503032,1507,2
904705,503032,1552,2
904706,503033,1906,3
904707,503034,1737,3
904708,503034,1674,3
904709,503034,1067,1
904710,503035,1147,1
904711,503036,1925,1
904712,503036,1897,3
904713,503037,1755,2
904714,503038,1400,3
904715,503038,1149,2
904716,503039,1794,1
904717,503040,1732,1
904718,503040,1015,1
904719,503041,1066,3
904720,503042,1191,2
904721,503042,1674,3
904722,503043,1442,2
904723,503043,1985,3
904724,503044,1695,1
904725,503045,1905,1
904726,503046,1230,2
904727,503046,1249,1
904728,503047,1353,1
904729,503047,1462,1
904730,503047,1345,1
904731,503048,1697,1
904732,503048,1021,2
904733,503049,1493,2
904734,503050,1560,3
904735,503051,1485,2
904736,503052,1083,2
904737,503053,1279,3
904738,503054,1340,2
904739,503055,1670,2
904740,503056,1364,1
904741,503056,1466,2
904742,503057,1258,3
904743,503058,1897,3
904744,503059,1563,2
904745,503060,1868,1
904746,503060,1457,2
904747,503060,1935,2
904748,503061,1969,3
904749,503061,1259,1
904750,503062,1065,3
904751,503063,1853,2
904752,503063,1303,4
904753,503064,1534,1
904754,503065,1372,4
904755,503065,1318,2
904756,503066,1168,1
904757,503067,1740,1
904758,503067,1397,2
904759,503068,1661,3
904760,503068,1474,1
904761,503068,1759,3
904762,503069,1983,2
904763,503069,1072,3
904764,503070,1815,1
904765,503071,1196,2
904766,503072,1090,1
904767,503072,1819,1
904768,503073,1173,2
904769,503073,1922,3
904770,503074,1097,1
904771,503074,1338,1
904772,503075,1372,2
904773,503076,1176,3
904774,503077,1972,1
904775,503078,1823,1
904776,503078,1281,3
904777,503079,1146,1
904778,503080,1101,2
904779,503081,1010,2
904780,503082,1013,1
904781,503082,1643,1
904782,503083,1992,4
904783,503084,1845,3
904784,503084,1836,1
904785,503084,1590,2
904786,503085,1365,3
904787,503086,1370,2
904788,503086,1776,1
904789,503087,1748,3
904790,503087,1594,1
904791,503088,1817,2
904792,503088,1472,4
904793,503089,1384,1
904794,503090,1182,1
904795,503091,1129,2
904796,503091,1868,2
904797,503091,1412,1
904798,503092,1040,1
904799,503093,1671,1
904800,503094,1079,1
904801,503094,1810,3
904802,503095,1800,1
904803,503095,1286,2
904804,503095,1383,1
904805,503096,1350,3
904806,503097,1210,2
904807,503097,1693,1
904808,503098,1314,1
904809,503098,1543,1
904810,503099,1028,2
904811,503099,1265,2
904812,503099,1330,2
904813,503100,1872,1
904814,503100,1638,3
904815,503100,1011,1
904816,503101,1447,2
904817,503101,1382,1
904818,503102,1951,3
904819,503103,1913,1
904820,503104,1494,2
904821,503105,1415,1
904822,503105,1875,3
904823,503106,1393,3
904824,503107,1665,2
904825,503107,1390,1
904826,503108,1750,1
904827,503109,1844,1
904828,503110,1971,4
904829,503111,1310,2
904830,503112,1083,1
904831,503112,1793,2
904832,503112,1610,3
904833,503113,1208,3
904834,503114,1629,3
904835,503115,1216,2
904836,503115,1690,1
904837,503116,1347,1
904838,503117,1946,2
904839,503118,1352,1
904840,503118,1597,2
904841,503119,1669,3
904842,503120,1693,1
904843,503120,1399,1
904844,503121,1044,3
904845,503121,1478,4
904846,503122,1445,3
904847,503122,1649,2
904848,503123,1310,3
904849,503123,1232,4
904850,503123,1476,2
904851,503124,1729,1
904852,503124,1655,1
904853,503125,1137,1
904854,503125,1071,2
904855,503126,1375,0
904856,503126,1838,3
904857,503127,1800,1
904858,503128,1189,10
904859,503129,1634,1
904860,503129,1088,2
904861,503130,1516,2
904862,503130,1782,2
904863,503131,1970,5
904864,503131,1471,1
904865,503132,1842,3
904866,503133,1981,2
904867,503133,1943,1
904868,503134,1990,1
904869,503135,1094,2
904870,503136,1280,2
904871,503137,1001,2
904872,503138,1908,1
904873,503138,1976,2
904874,503139,1044,3
904875,503139,1721,2
904876,503140,1368,4
904877,503141,1816,1
904878,503141,1343,1
904879,503142,1352,5
904880,503143,1910,1
904881,503143,1834,1
904882,503144,1795,1
904883,503145,1160,1
904884,503145,1513,4
904885,503146,1652,1
904886,503146,1739,2
904887,503147,1935,1
904888,503147,1591,4
904889,503148,1093,1
904890,503148,1906,1
904891,503149,1708,1
904892,503149,1643,5
904893,503150,1018,2
904894,503151,1235,5
904895,503152,1443,4
904896,503153,1419,1
904897,503154,1167,2
904898,503154,1170,2
904899,503154,1962,5
904900,503155,1648,3
904901,503156,1736,2
904902,503156,1729,1
904903,503156,1259,1
904904,503157,1023,1
904905,503158,1535,2
904906,503158,1198,1
904907,503159,1177,2
904908,503160,1570,1
904909,503160,1034,3
904910,503160,1500,3
904911,503161,1545,1
904912,503161,1588,2
904913,503162,1261,1
904914,503162,1134,2
904915,503163,1646,1
904916,503163,1714,1
904917,503163,1202,1
904918,503164,1920,1
904919,503164,1456,1
904920,503165,1841,1
904921,503166,1742,1
904922,503167,1918,2
904923,503167,1417,1
904924,503167,1208,3
904925,503168,1436,2
904926,503168,1517,2
904927,503169,1579,1
904928,503170,1698,2
904929,503170,1010,1
904930,503171,1099,1
904931,503171,1053,1
904932,503171,1103,1
904933,503172,1403,3
904934,503172,1125,2
904935,503172,1462,1
904936,503173,1895,1
904937,503173,1144,3
904938,503174,1298,1
904939,503174,1618,1
904940,503175,1202,3
904941,503176,1494,3
904942,503176,1095,3
904943,503177,1154,2
904944,503177,1281,1
904945,503177,1991,5
904946,503178,1920,1
904947,503178,1915,1
904948,503178,1313,1
904949,503179,1162,3
904950,503180,1164,1
904951,503180,1328,1
904952,503181,1550,2
904953,503181,1666,3
904954,503182,1142,1
904955,503183,1173,2
904956,503184,1502,1
904957,503185,1870,1
904958,503185,1576,5
904959,503186,1722,2
904960,503187,1465,10
904961,503187,1080,2
904962,503188,1286,3
904963,503189,1844,2
904964,503189,1376,3
904965,503189,1044,5
904966,503190,1752,2
904967,503190,1711,1
904968,503191,1836,3
904969,503191,1446,1
904970,503192,1855,1
904971,503193,1351,2
904972,503194,1096,2
904973,503195,1878,1
904974,503195,1976,2
904975,503196,1896,1
904976,503197,1976,1
904977,503197,1577,3
904978,503198,1398,3
904979,503198,1238,1
904980,503199,1135,1
904981,503199,1782,1
904982,503200,1468,2
904983,503201,1817,3
904984,503201,1785,2
904985,503202,1043,1
904986,503202,1511,1
904987,503203,1130,0
904988,503204,1547,1
904989,503205,1996,1
904990,503206,1512,2
904991,503207,1976,3
904992,503208,1352,2
904993,503208,1606,1
904994,503209,1308,1
904995,503210,1320,1
904996,503211,1368,1
904997,503212,1394,1
904998,503212,1087,3
904999,503213,1819,1
905000,503214,1893,2
905001,503215,1799,3
905002,503215,1135,3
905003,503216,1824,3
905004,503216,1928,1
905005,503216,1524,1
905006,503217,1393,1
905007,503217,1181,1
905008,503218,1658,2
905009,503219,1484,2
905010,503220,1530,2
905011,503221,1482,2
905012,503221,1869,2
905013,503222,1144,3
905014,503223,1991,4
905015,503224,1283,1
905016,503225,1677,1
905017,503226,1699,3
905018,503226,1731,2
905019,503227,1086,1
905020,503228,1234,1
905021,503228,1222,1
905022,503228,1224,3
905023,503229,1023,2
905024,503229,1609,1
905025,503230,1032,1
905026,503230,1655,3
905027,503231,1379,1
905028,503231,1288,1
905029,503232,1135,2
905030,503232,1931,1
905031,503233,1168,3
905032,503233,1642,2
905033,503233,1071,3
905034,503234,1434,2
905035,503235,1457,1
905036,503236,1332,1
905037,503236,1872,1
905038,503237,1538,1
905039,503238,1276,1
905040,503239,1559,1
905041,503240,1032,1
905042,503241,1320,1
905043,503241,1719,1
905044,503242,1895,1
905045,503242,1233,4
905046,503242,1700,2
905047,503243,1282,3
905048,503243,1592,3
905049,503244,1327,5
905050,503244,1960,1
905051,503245,1218,3
905052,503245,1586,1
905053,503246,1443,3
905054,503246,1608,1
905055,503247,1972,1
905056,503247,1167,3
905057,503248,1228,1
905058,503249,1519,1
905059,503249,1837,3
905060,503250,1883,1
905061,503251,1348,2
905062,503251,1024,1
905063,503251,1444,1
905064,503252,1734,1
905065,503253,1019,2
905066,503253,1912,4
905067,503253,1153,2
905068,503254,1721,10
905069,503255,1257,3
905070,503255,1728,2
905071,503256,1998,1
905072,503257,1994,1
905073,503257,1058,3
905074,503258,1104,1
905075,503258,1190,1
905076,503259,1158,2
905077,503259,1006,4
905078,503260,1971,3
905079,503260,1277,3
905080,503261,1140,2
905081,503262,1515,2
905082,503263,1708,1
905083,503264,1813,4
905084,503264,1507,1
905085,503264,1878,3
905086,503265,1417,10
905087,503266,1277,3
905088,503267,1882,1
905089,503268,1456,3
905090,503268,1391,2
905091,503268,1002,1
905092,503269,1996,2
905093,503270,1466,1
905094,503270,1143,1
905095,503271,1442,4
905096,503271,1510,2
905097,503271,1174,1
905098,503272,1869,3
905099,503272,1318,1
905100,503273,1753,3
905101,503274,1266,5
905102,503274,1078,1
905103,503275,1890,3
905104,503276,1437,1
905105,503277,1107,1
905106,503278,1810,1
905107,503279,1581,1
905108,503280,1867,2
905109,503281,1496,1
905110,503281,1247,1
905111,503282,1670,2
905112,503282,1822,2
905113,503283,1927,1
905114,503283,1905,5
905115,503284,1925,1
905116,503285,1516,2
905117,503285,1111,1
905118,503286,1292,1
905119,503287,1898,2
905120,503287,1143,1
905121,503288,1894,1
905122,503288,1496,1
905123,503289,1794,10
905124,503290,1065,5
905125,503291,1752,2
905126,503292,1150,1
905127,503293,1868,2
905128,503294,1836,2
905129,503295,1991,2
905130,503296,1972,1
905131,503296,1099,1
905132,503297,1513,3
905133,503297,1432,1
905134,503298,1076,3
905135,503299,1634,3
905136,503300,1893,2
905137,503301,1800,3
905138,503302,1940,1
905139,503302,1900,10
905140,503302,1725,1
905141,503303,1536,1
905142,503304,1284,5
905143,503305,1998,1
905144,503306,1487,1
905145,503307,1850,1
905146,503308,1392,1
905147,503309,1762,2
905148,503309,1689,2
905149,503310,1897,1
905150,503311,1874,2
905151,503311,1954,2
905152,503312,1332,1
905153,503313,1187,2
905154,503314,1669,1
905155,503314,1080,1
905156,503315,1502,1
905157,503316,1893,2
905158,503316,1087,1
905159,503316,1216,10
905160,503317,1658,2
905161,503318,1729,1
905162,503319,1631,2
905163,503319,1031,1
905164,503320,1986,1
905165,503321,1883,1
905166,503322,1709,1
905167,503323,1921,1
905168,503324,1652,1
905169,503324,1245,1
905170,503324,1705,1
905171,503325,1181,4
905172,503325,1018,2
905173,503326,1345,1
905174,503327,1761,2
905175,503328,1440,1
905176,503328,1896,1
905177,503329,1688,1
905178,503330,1445,3
905179,503330,1695,1
905180,503331,1373,2
905181,503331,1179,3
905182,503332,2000,1
905183,503332,1181,2
905184,503333,1696,1
905185,503334,1844,1
905186,503335,1270,2
905187,503336,1242,2
905188,503337,1776,1
905189,503338,1891,2
905190,503339,1612,1
905191,503339,1914,2
905192,503340,1803,1
905193,503341,1831,1
905194,503341,1444,2
905195,503342,1456,1
905196,503342,1006,5
905197,503343,1433,1
905198,503344,1641,1
905199,503344,1120,5
905200,503345,1059,1
905201,503345,1674,2
905202,503346,1430,1
905203,503347,1930,1
905204,503348,1995,2
905205,503349,1903,1
905206,503349,1855,1
905207,503350,1604,1
905208,503351,1891,1
905209,503351,1295,1
905210,503352,1925,1
905211,503353,1161,2
905212,503354,1134,1
905213,503355,1930,2
905214,503356,1897,3
905215,503356,1610,1
905216,503357,1900,2
905217,503357,1715,1
905218,503358,1426,1
905219,503358,1920,2
905220,503359,1500,1
905221,503360,1379,1
905222,503360,1536,1
905223,503361,1986,1
905224,503361,1724,1
905225,503362,1400,3
905226,503363,1907,2
905227,503363,1210,3
905228,503364,1540,2
905229,503365,1836,1
905230,503365,1229,2
905231,503365,1228,1
905232,503366,1992,2
905233,503367,1452,1
905234,503367,1604,2
905235,503368,1982,1
905236,503368,1645,1
905237,503369,1868,3
905238,503369,1690,1
905239,503369,1952,1
905240,503370,1974,2
905241,503371,1147,4
905242,503371,1426,1
905243,503371,1348,1
905244,503372,1334,2
905245,503373,1855,2
905246,503373,1070,5
905247,503374,1853,3
905248,503375,1493,1
905249,503376,1349,1
905250,503376,1931,1
905251,503376,1232,2
905252,503377,1209,1
905253,503378,1210,1
905254,503378,1020,2
905255,503379,1266,1
905256,503379,1873,1
905257,503379,1471,3
905258,503380,1670,2
905259,503381,1221,2
905260,503382,1167,1
905261,503382,1037,3
905262,503382,1298,1
905263,503383,1938,2
905264,503384,1084,2
905265,503385,1511,1
905266,503386,1047,3
905267,503386,1381,4
905268,503387,1303,2
905269,503388,1113,4
905270,503389,1122,1
905271,503390,1108,1
905272,503390,1944,2
905273,503391,1519,1
905274,503392,1758,1
905275,503392,1045,1
905276,503393,1669,1
905277,503394,1228,2
905278,503395,1314,1
905279,503395,1563,1
905280,503396,1606,3
905281,503397,1705,1
905282,503398,1962,1
905283,503398,2000,1
905284,503399,1390,1
905285,503399,1125,1
905286,503400,1625,2
905287,503400,1905,1
905288,503401,1649,2
905289,503402,1009,1
905290,503402,1309,1
905291,503403,1769,1
905292,503403,1888,1
905293,503404,1598,2
905294,503404,1327,1
905295,503405,1333,1
905296,503406,1392,1
905297,503406,1892,1
905298,503407,1412,4
905299,503407,1173,1
905300,503408,1078,1
905301,503408,1392,1
905302,503409,1321,2
905303,503409,1815,1
905304,503409,1457,3
905305,503410,1998,1
905306,503411,1636,1
905307,503411,1134,3
905308,503412,1441,1
905309,503413,1263,1
905310,503413,1834,2
905311,503414,1395,1
905312,503415,1034,1
905313,503416,1438,1
905314,503417,1126,1
905315,503418,1656,1
905316,503419,1372,2
905317,503419,1353,1
905318,503420,1992,1
905319,503421,1007,1
905320,503421,1406,1
905321,503421,1048,1
905322,503422,1342,1
905323,503423,1851,2
905324,503423,1798,2
905325,503424,1300,1
905326,503425,1410,1
905327,503426,1625,1
905328,503426,1539,1
905329,503427,1805,5
905330,503427,1841,2
905331,503428,1015,1
905332,503429,1540,1
905333,503430,1967,1
905334,503431,1240,3
905335,503432,1728,1
905336,503433,1183,1
905337,503433,1897,2
905338,503434,1947,2
905339,503434,1833,2
905340,503434,1905,1
905341,503435,1009,3
905342,503435,1969,1
905343,503436,1845,1
905344,503436,1140,2
905345,503437,1020,2
905346,503438,1350,1
905347,503439,1349,1
905348,503439,1478,5
905349,503440,1046,2
905350,503441,1089,3
905351,503441,1512,3
905352,503442,1554,1
905353,503443,1086,1
905354,503444,1632,1
905355,503444,1982,1
905356,503445,1568,3
905357,503445,1474,1
905358,503445,1158,1
905359,503446,1700,1
905360,503446,1675,1
905361,503447,1086,1
905362,503447,1072,1
905363,503448,1468,1
905364,503449,1462,1
905365,503450,1187,1
905366,503451,1913,1
905367,503452,1927,3
905368,503452,1757,3
905369,503453,1338,1
905370,503453,1860,3
905371,503454,1242,1
905372,503455,1878,1
905373,503456,1741,1
905374,503457,1209,2
905375,503458,1950,1
905376,503459,1135,2
905377,503459,1123,4
905378,503460,1438,1
905379,503460,1623,2
905380,503461,1533,1
905381,503461,1041,1
905382,503462,1600,1
905383,503463,1901,2
905384,503464,1077,1
905385,503464,1715,1
905386,503464,1835,1
905387,503465,1586,4
905388,503466,1913,1
905389,503467,1026,1
905390,503467,1152,1
905391,503468,1723,3
905392,503468,1862,1
905393,503469,1476,5
905394,503470,1187,2
905395,503471,1393,1
905396,503472,1125,2
905397,503473,1701,1
905398,503474,1929,1
905399,503475,1100,4
905400,503475,1067,1
905401,503476,1519,-2
905402,503477,1276,1
905403,503477,1262,3
905404,503477,1398,1
905405,503478,1532,2
905406,503478,1117,1
905407,503478,1429,3
905408,503479,1831,1
905409,503479,1976,2
905410,503480,1313,1
905411,503480,1260,3
905412,503481,1199,4
905413,503481,1180,1
905414,503482,1467,2
905415,503482,1333,1
905416,503483,1895,1
905417,503484,1735,3
905418,503484,1421,1
905419,503485,1186,3
905420,503485,1581,4
905421,503486,1559,3
905422,503486,1722,2
905423,503487,1719,1
905424,503487,1659,1
905425,503488,1442,3
905426,503489,1830,1
905427,503489,1845,1
905428,503490,1129,1
905429,503491,1443,1
905430,503492,1478,2
905431,503493,1216,1
905432,503493,1046,1
905433,503494,1779,2
905434,503495,1555,1
905435,503496,1421,1
905436,503496,1330,1
905437,503497,1266,1
905438,503497,1471,2
905439,503498,1580,3
905440,503499,1401,1
905441,503499,1367,4
905442,503499,1280,2
905443,503500,1063,1
905444,503501,1490,4
905445,503501,1089,1
905446,503502,1906,4
905447,503502,1268,2
905448,503503,1841,5
905449,503503,1144,1
905450,503504,1203,1
905451,503505,1048,1
905452,503505,1360,1
905453,503505,1082,10
905454,503506,1730,2
905455,503507,1196,1
905456,503508,1470,1
905457,503508,1885,1
905458,503509,1334,1
905459,503509,1487,1
905460,503510,1767,4
905461,503511,1229,2
905462,503511,1016,3
905463,503511,1937,3
905464,503512,1957,1
905465,503513,1637,1
905466,503513,1100,1
905467,503514,1279,3
905468,503515,1697,1
905469,503516,1473,3
905470,503517,1934,2
905471,503518,1420,1
905472,503519,1104,3
905473,503520,1873,4
905474,503521,1262,3
905475,503522,1708,2
905476,503523,1489,1
905477,503524,1068,1
905478,503525,1410,2
905479,503526,1053,1
905480,503526,1419,3
905481,503527,1635,0
905482,503528,1110,4
905483,503528,1416,2
905484,503529,1789,2
905485,503530,1769,1
905486,503530,1220,4
905487,503531,1082,3
905488,503532,1800,3
905489,503532,1439,1
905490,503532,1627,1
905491,503533,1562,2
905492,503534,1431,1
905493,503534,1272,5
905494,503535,1038,1
905495,503535,1775,1
905496,503536,1180,1
905497,503537,1170,1
905498,503538,1494,1
905499,503539,1055,1
905500,503540,1504,1
905501,503541,1101,0
905502,503541,1125,2
905503,503542,1824,3
905504,503543,1641,2
905505,503544,1347,1
905506,503544,1946,1
905507,503545,1840,1
905508,503546,1851,3
905509,503547,1743,1
905510,503547,1795,2
905511,503548,1477,1
905512,503548,1966,1
905513,503548,1082,1
905514,503549,1218,1
905515,503550,1986,1
905516,503551,1525,2
905517,503551,1447,1
905518,503552,1282,4
905519,503552,1420,5
905520,503553,1374,5
905521,503554,1686,1
905522,503554,1865,3
905523,503554,1608,1
905524,503555,1846,1
905525,503555,1153,3
905526,503555,1880,2
905527,503556,1718,1
905528,503557,1103,2
905529,503558,1700,5
905530,503559,1684,3
905531,503559,1487,1
905532,503560,1118,2
905533,503561,1840,1
905534,503561,1456,1
905535,503562,1291,2
905536,503563,1644,1
905537,503564,1807,1
905538,503565,1780,3
905539,503565,1742,2
905540,503566,1629,1
905541,503567,1365,3
905542,503568,1142,3
905543,503568,1374,1
905544,503569,1134,1
905545,503570,1919,1
905546,503571,1700,2
905547,503572,1079,1
905548,503572,1710,1
905549,503573,1134,1
905550,503574,1778,1
905551,503574,1007,3
905552,503575,1211,1
905553,503575,1816,1
905554,503576,1352,3
905555,503576,1678,2
905556,503577,1973,1
905557,503577,1291,1
905558,503578,1491,2
905559,503578,1286,1
905560,503579,1382,3
905561,503579,1634,1
905562,503580,1681,2
905563,503581,1161,1
905564,503582,1844,3
905565,503582,1932,4
905566,503582,1409,1
905567,503583,1992,4
905568,503584,1975,2
905569,503584,1308,1
905570,503585,1189,1
905571,503585,1226,2
905572,503586,1840,1
905573,503586,1864,1
905574,503587,1764,1
905575,503588,1447,2
905576,503589,1392,1
905577,503590,1952,1
905578,503590,1666,1
905579,503590,1261,2
905580,503591,1423,1
905581,503592,1378,2
905582,503593,1493,2
905583,503593,1838,2
905584,503594,1495,1
905585,503595,1147,1
