review_id,order_id,customer_id,product_id,rating,review_date,review_text
807257,551059,108791,1596,3,2025-05-13,Not satisfied
807258,553162,101262,1187,5,2025-05-29,Not satisfied
807259,536932,108788,1743,3,2026-04-23,Very poor
807260,501235,107318,1437,4,2025-02-14,Not satisfied
807261,559687,113418,1735,5,2025-10-11,Good product
807262,506896,113542,1099,1,2026-02-03,Very poor
807263,509504,102752,1327,5,2026-03-31,Very poor
807264,546007,112101,1359,3,2026-02-06,Not satisfied
807265,591852,116293,1984,5,2025-03-25,Not satisfied
807266,540068,109488,1193,2,2026-01-24,Excellent
807267,522417,100601,1997,2,2026-05-07,Not satisfied
807268,567739,119452,1012,4,2025-04-04,Average
807269,585038,104839,1903,5,2026-04-01,Good product
807270,558086,100996,1910,4,2026-03-04,Not satisfied
807271,578449,110359,1664,5,2025-09-07,Not satisfied
807272,560818,119027,1400,5,2025-10-06,Not satisfied
807273,531428,111683,1206,5,2025-12-04,
807274,514813,117514,1235,4,2025-02-26,Good product
807275,580259,114966,1574,5,2025-07-05,Average
807276,504364,116050,1460,5,2025-04-10,Good product
807277,513051,101936,1594,4,2026-02-06,Excellent
807278,599449,104783,1692,4,2026-08-05,Not satisfied
807279,584464,117748,1184,3,2026-08-18,Very poor
807280,564531,110293,1205,3,2025-11-08,Average
807281,572757,111018,1970,4,2025-01-19,
807282,502173,105167,1868,5,2025-04-25,
807283,590235,113331,1290,5,2025-10-05,Not satisfied
807284,559620,107621,1360,5,2025-10-30,Good product
807285,589898,117428,1679,5,2025-10-11,Good product
807286,585539,111267,1854,3,2025-01-04,Good product
807287,593772,115296,1151,5,2026-03-07,Good product
807288,560171,105283,1471,5,2026-02-02,Not satisfied
807289,583562,108776,1139,5,2026-02-08,Excellent
807290,530847,112999,1631,5,2026-09-04,
807291,579501,102632,1471,4,2025-04-04,Not satisfied
807292,582140,110600,1910,5,2025-05-13,Not satisfied
807293,575716,106381,1434,4,2026-07-12,
807294,502092,112130,1581,3,2025-10-31,Excellent
807295,537936,116448,1880,2,2025-11-19,Good product
807296,593182,108131,1359,3,2026-05-01,Good product
807297,597758,113092,1485,5,2025-10-18,Excellent
807298,584543,110112,1487,3,2025-08-27,Excellent
807299,563728,104280,1006,4,2025-01-23,Excellent
807300,533815,103222,1322,5,2025-03-21,Good product
807301,534236,102207,1856,5,2025-03-02,Good product
807302,503958,106648,1420,2,2025-04-01,Good product
807303,505423,102970,1835,5,2026-05-02,Average
807304,513778,118325,1332,4,2025-03-10,Good product
807305,555350,115217,1818,5,2026-04-30,Average
807306,539735,101039,1859,5,2026-01-04,Excellent
807307,567041,101093,1535,4,2025-11-02,Not satisfied
807308,545062,103734,1951,4,2025-08-21,Excellent
807309,540790,100475,1896,5,2026-08-07,Average
807310,568155,112174,1277,4,2026-07-17,Good product
807311,571755,101378,1861,5,2025-11-19,Good product
807312,552107,114120,1029,2,2026-01-03,Not satisfied
807313,507140,109655,1125,5,2026-08-24,Not satisfied
807314,579401,113536,1371,3,2025-10-23,Excellent
807315,555956,117882,1707,2,2025-10-18,Very poor
807316,598630,111046,1099,5,2026-08-29,Very poor
807317,549284,107147,1338,5,2025-05-28,Average
807318,533514,104388,1113,3,2025-04-14,Average
807319,582936,115866,1790,4,2025-11-17,Average
807320,564798,104222,1974,4,2025-06-26,Excellent
807321,573752,100185,1635,4,2026-08-11,Very poor
807322,535345,107439,1288,5,2025-10-03,Very poor
807323,509808,115044,1390,4,2026-03-30,Not satisfied
807324,566771,107260,1217,5,2025-08-05,Average
807325,534066,101060,1730,2,2026-05-31,Excellent
807326,571628,102347,1186,5,2026-01-30,Excellent
807327,517743,119286,1893,3,2026-06-01,Excellent
807328,578436,117150,1580,3,2026-07-19,Average
807329,596139,118396,1598,2,2025-01-25,Average
807330,578911,108285,1743,3,2026-08-25,Excellent
807331,596910,119945,1883,4,2026-03-05,Excellent
807332,539807,116006,1820,2,2025-11-22,Excellent
807333,571548,106252,1767,2,2026-08-22,
807334,514338,116685,1111,1,2025-05-04,Average
807335,582173,102206,1956,4,2025-08-29,Good product
807336,552526,117041,1332,5,2025-08-09,Very poor
807337,504576,112127,1252,5,2025-01-13,Excellent
807338,512811,100961,1893,3,2025-10-05,Excellent
807339,538133,113937,1474,5,2026-06-14,Not satisfied
807340,589962,118501,1613,3,2026-07-12,Excellent
807341,533569,108894,1061,5,2026-04-23,
807342,515315,114240,1906,4,2025-07-16,Average
807343,507828,111697,1928,4,2025-03-20,Average
807344,554348,114091,1743,2,2025-12-25,Not satisfied
807345,539537,102851,1064,5,2025-09-03,Good product
807346,569980,118831,1658,5,2025-08-21,Not satisfied
807347,526931,111183,1410,5,2025-10-16,Very poor
807348,579189,103478,1475,5,2026-01-01,Good product
807349,517122,105986,1256,4,2025-10-31,Excellent
807350,505033,119650,1324,3,2025-01-31,Good product
807351,576195,102179,1107,4,2025-03-19,Good product
807352,575958,108386,1789,3,2026-06-16,Very poor
807353,584544,107406,1582,4,2026-02-17,Average
807354,510324,106619,1980,1,2025-04-06,Good product
807355,536930,106051,1290,5,2026-05-16,
807356,500879,107568,1138,3,2026-01-03,Not satisfied
807357,554553,108028,1655,3,2025-01-10,Average
807358,500424,119243,1641,4,2025-01-30,Excellent
807359,545623,115506,1227,5,2025-10-14,Average
807360,547559,117139,1828,1,2025-11-17,Average
807361,507105,113897,1207,4,2025-09-01,Very poor
807362,546339,100384,1515,4,2026-03-08,Good product
807363,573737,110980,1776,3,2025-10-09,Good product
807364,553442,113570,1400,4,2026-08-23,Good product
807365,538584,113724,1952,3,2025-11-27,Average
807366,541375,115335,1446,4,2026-08-16,Excellent
807367,580308,109613,1932,3,2026-02-15,Average
807368,538260,106818,1249,3,2026-03-28,Good product
807369,568295,113959,1816,5,2026-08-02,Good product
807370,552578,102345,1301,5,2025-05-02,Good product
807371,554006,116578,1925,5,2025-08-19,Excellent
807372,523677,101221,1764,5,2026-07-26,Good product
807373,596992,101626,1990,5,2025-10-26,Good product
807374,599471,116653,1693,4,2026-06-02,Excellent
807375,584250,107645,1918,3,2026-03-06,Not satisfied
807376,563892,107755,1388,5,2025-02-06,Good product
807377,547439,118454,1273,5,2026-02-04,Excellent
807378,542495,113513,1982,4,2025-12-26,Not satisfied
807379,543202,117020,1122,4,2025-04-03,Excellent
807380,518877,113827,1366,0,2025-02-12,Excellent
807381,547270,102718,1665,5,2025-08-06,Excellent
807382,525893,115410,1398,4,2025-11-13,
807383,554115,117589,1023,5,2026-04-15,Not satisfied
807384,596228,111794,1001,2,2025-03-31,Very poor
807385,501929,101902,1798,4,2025-05-17,Not satisfied
807386,586539,110784,1040,5,2026-01-31,
807387,587493,118195,1367,6,2026-01-15,Very poor
807388,507792,100846,1462,2,2026-07-27,Not satisfied
807389,545932,117262,1071,3,2026-06-03,Good product
807390,555337,106680,1347,4,2025-06-17,Excellent
807391,545550,112000,1278,4,2025-07-02,Good product
807392,546077,104343,1319,5,2025-06-03,Average
807393,531895,108736,1900,5,2025-05-25,Average
807394,529329,104971,1866,5,2025-02-22,Excellent
807395,507042,107001,1029,5,2026-05-25,Good product
807396,576943,112097,1177,2,2026-07-11,Excellent
807397,576147,110667,1108,5,2026-08-13,Average
807398,592126,105634,1496,3,2025-12-03,Very poor
807399,522479,100721,1635,4,2026-06-25,
807400,523839,102734,1141,5,2026-01-09,
807401,553250,102948,1321,4,2026-01-14,Not satisfied
807402,594727,111583,1315,4,2025-04-11,Good product
807403,588528,113960,1563,5,2026-07-22,Average
807404,532123,100879,1676,4,2026-08-03,Good product
807405,548966,117273,1010,5,2025-10-24,Excellent
807406,513172,105427,1225,4,2026-05-18,Excellent
807407,551050,105344,1105,4,2025-11-13,Excellent
807408,515318,110914,1597,5,2025-03-23,Good product
807409,520156,114499,1386,4,2026-08-18,Not satisfied
807410,578007,113202,1652,3,2025-08-13,Good product
807411,572720,101486,1491,5,2026-06-28,Average
807412,586722,116230,1468,5,2025-02-28,Not satisfied
807413,526031,117866,1721,1,2025-08-17,Very poor
807414,589420,102327,1737,5,2025-06-25,Average
807415,561145,106722,1901,4,2025-08-22,Average
807416,557547,119696,1620,4,2025-12-01,Excellent
807417,515933,109586,1945,2,2026-02-08,Not satisfied
807418,582958,108886,1564,2,2026-07-05,Good product
807419,506073,104832,1087,4,2026-04-17,Excellent
807420,541025,103037,1634,5,2026-03-11,Good product
807421,513210,117313,1397,5,2026-04-19,Excellent
807422,501936,112484,1162,4,2026-08-23,Not satisfied
807423,534352,118225,1355,5,2025-04-12,Average
807424,500968,109468,1546,5,2025-03-23,Good product
807425,584633,106458,1033,4,2025-12-15,Excellent
807426,574805,101403,1107,2,2025-02-18,Good product
807427,552945,117391,1696,4,2025-02-22,Excellent
807428,545308,104966,1217,4,2026-08-05,Excellent
807429,569203,108190,1756,1,2025-01-27,Average
807430,567541,103963,1719,5,2025-02-23,Excellent
807431,553549,103508,1605,1,2025-07-20,Average
807432,554752,106690,1110,5,2025-11-17,Average
807433,534593,105599,1664,4,2026-03-17,Good product
807434,571561,102179,1733,5,2026-05-07,
807435,559925,105598,1283,4,2026-08-05,Excellent
807436,555006,102951,1389,5,2026-02-13,Not satisfied
807437,503789,113817,1726,5,2025-09-30,Not satisfied
807438,530498,112786,1932,4,2025-08-29,Excellent
807439,580712,113363,1511,4,2026-02-12,Good product
807440,546185,103783,1111,5,2025-02-28,Very poor
807441,544687,113902,1202,3,2026-08-25,Good product
807442,574596,116259,1180,4,2026-06-28,Not satisfied
807443,547247,109187,1943,3,2025-01-31,Good product
807444,554418,119160,1016,2,2025-08-02,Good product
807445,537618,107918,1907,5,2025-01-10,Excellent
807446,598250,119364,1572,5,2025-03-20,Good product
807447,581202,118556,1772,5,2025-11-07,Good product
807448,594006,114704,1493,4,2026-03-22,
807449,528960,119604,1527,4,2025-09-12,Not satisfied
807450,552337,115900,1310,5,2025-08-10,Excellent
807451,527715,109290,1478,4,2025-08-13,Good product
807452,527103,117449,1360,5,2025-03-17,Not satisfied
807453,561842,119263,1321,5,2025-03-19,Excellent
807454,598020,110995,1143,4,2025-10-18,Average
807455,500580,118268,1158,1,2026-03-30,Excellent
807456,516488,107682,1105,5,2026-05-14,Good product
807457,565077,100020,1061,5,2026-02-27,Excellent
807458,596042,115636,1892,1,2026-08-04,Good product
807459,590680,114567,1808,4,2026-08-15,Excellent
807460,519746,114528,1117,5,2026-08-31,Average
807461,552854,116537,1786,3,2026-06-11,Very poor
807462,563923,107930,1081,4,2026-07-09,Good product
807463,552207,118008,1970,1,2025-02-07,Excellent
807464,542687,109558,1291,4,2025-01-27,Excellent
807465,568690,106297,1953,4,2025-01-03,Average
807466,510383,115766,1703,4,2025-10-22,Average
807467,518034,115795,1651,5,2025-12-07,Excellent
807468,586096,119089,1535,5,2026-08-24,Average
807469,567043,115175,1575,3,2026-01-10,Excellent
807470,527938,104735,1008,4,2025-01-13,Average
807471,593907,115139,1919,5,2025-06-13,Excellent
807472,513407,113812,1852,4,2026-01-20,Good product
807473,566554,101254,1235,2,2025-03-19,Average
807474,503423,114961,1832,5,2025-01-27,
807475,546733,999999,1089,4,2025-07-13,Very poor
807476,581577,106976,1325,4,2025-11-02,Average
807477,565811,114865,1347,4,2025-11-14,Average
807478,593758,106558,1068,5,2025-06-26,Good product
807479,592276,114542,1660,4,2025-04-06,Average
807480,590087,106667,1108,3,2026-03-22,Average
807481,556712,117561,1357,2,2025-09-01,Average
807482,534762,113714,1401,3,2026-02-11,Excellent
807483,548643,119215,1777,1,2025-04-22,
807484,525794,113474,1887,3,2025-12-30,Average
807485,519693,103038,1833,5,2026-06-05,Good product
807486,575913,101285,1616,5,2026-01-18,Good product
807487,575379,110435,1255,4,2026-02-07,Not satisfied
807488,507338,107802,1242,3,2025-05-01,Good product
807489,521938,111573,1347,4,2025-11-16,Not satisfied
807490,513872,111506,1297,5,2025-08-26,Very poor
807491,566262,110586,1525,2,2025-10-25,Excellent
807492,515325,103456,1820,3,2025-07-28,Excellent
807493,548333,110858,1670,3,2025-04-08,
807494,551999,101375,1759,4,2026-07-13,
807495,533414,110811,1011,2,2026-04-26,Good product
807496,548010,104059,1368,3,2025-11-21,
807497,505674,102134,1421,4,2025-11-14,Average
807498,573576,119436,1104,3,2025-01-01,Very poor
807499,595032,109177,1736,5,2026-07-13,Excellent
807500,537589,102194,1734,3,2025-04-26,Good product
807501,544027,101700,1982,5,2025-03-25,Very poor
807502,501049,107413,1145,5,2026-06-14,Excellent
807503,521667,103436,1687,2,2025-10-09,Excellent
807504,588328,113474,1349,5,2025-03-20,Not satisfied
807505,562698,106584,1117,3,2026-01-08,Average
807506,517922,110691,1766,1,2026-07-24,Excellent
807507,573513,111540,1038,5,2025-08-06,Good product
807508,597460,100760,1889,5,2025-12-11,Good product
807509,527612,110228,1916,5,2025-10-14,
807510,558284,119771,1831,5,2026-03-11,Good product
807511,518220,113554,1569,4,2026-07-24,Good product
807512,501760,105123,1286,5,2025-09-20,Good product
807513,553420,102609,1779,5,2026-05-12,Not satisfied
807514,534415,104890,1908,2,2026-07-17,Average
807515,597971,115377,1136,2,2025-11-18,Excellent
807516,537921,105071,1772,4,2026-01-05,Average
807517,569936,108449,1016,4,2025-04-18,Good product
807518,599171,110739,1872,4,2026-08-10,Very poor
807519,598148,103391,1331,4,2025-01-15,Excellent
807520,567675,101994,1261,4,2026-06-08,Average
807521,555389,115811,1964,3,2025-04-21,Good product
807522,574106,117052,1429,5,2025-11-29,Good product
807523,598834,119894,1810,5,2025-11-26,Excellent
807524,583568,104414,1944,4,2025-07-06,Average
807525,590623,114029,1493,3,2026-05-23,Not satisfied
807526,556450,112294,1861,5,2025-11-06,
807527,504559,102005,1031,4,2025-12-17,Good product
807528,557305,103123,1313,5,2026-04-08,Average
807529,543118,108167,1640,2,2025-12-08,Excellent
807530,562073,105477,1715,4,2026-08-17,Very poor
807531,550299,117573,1185,3,2026-05-25,Good product
807532,568905,112521,1445,3,2026-02-25,Good product
807533,500984,116020,1719,4,2025-04-13,
807534,507634,117604,1383,4,2026-06-03,Excellent
807535,564601,103776,1213,4,2025-01-13,Good product
807536,588308,106173,1146,1,2025-10-06,
807537,508631,108607,1554,4,2025-12-03,Average
807538,597044,104858,1612,2,2026-09-04,Good product
807539,570981,118861,1382,5,2025-09-10,Good product
807540,524927,111282,1211,5,2025-08-27,Not satisfied
807541,532164,118466,1455,4,2025-01-24,Very poor
807542,577274,109194,1375,3,2025-08-11,Good product
807543,589172,115567,1865,3,2026-03-10,Good product
807544,534842,109258,1914,5,2026-04-22,Average
807545,518179,102253,1772,5,2025-10-04,Good product
807546,559163,111321,1780,3,2025-08-08,Good product
807547,520183,115084,1735,3,2026-08-08,Good product
807548,565932,100769,1348,1,2026-09-04,Excellent
807549,585462,112644,1269,4,2025-04-21,
807550,532444,104105,1844,3,2026-07-28,Excellent
807551,595570,999999,1416,4,2025-06-08,Average
807552,541271,101459,1161,5,2026-06-03,Good product
807553,580214,115715,1544,4,2025-07-11,Average
807554,525474,114584,1004,5,2025-06-19,Average
807555,560035,115437,1182,4,2025-04-26,
807556,569956,108297,1852,3,2026-03-22,Average
807557,548701,102489,1074,3,2025-05-23,Good product
807558,520797,118483,1442,5,2025-10-02,Good product
807559,564790,114214,1548,5,2025-12-02,Excellent
807560,578660,111932,1095,5,2026-04-07,Good product
807561,531578,106322,1578,5,2025-04-23,Excellent
807562,587502,100665,1707,4,2025-07-11,Good product
807563,545311,112956,1146,4,2026-02-12,Average
807564,593463,105825,1376,4,2025-06-07,Good product
807565,584874,103353,1912,3,2026-09-10,Average
807566,572175,113651,1867,4,2025-12-08,
807567,563686,109559,1400,5,2026-02-20,Good product
807568,571525,111803,1395,5,2026-06-23,Average
807569,526584,117761,1811,5,2025-07-09,Not satisfied
807570,527283,110490,1716,5,2026-07-25,Excellent
807571,534029,115289,1867,3,2025-07-23,Excellent
807572,561051,112749,1381,5,2026-05-19,Good product
807573,532648,110946,1167,3,2025-03-26,Good product
807574,561236,118812,1156,3,2025-08-14,Good product
807575,590403,119048,1745,4,2025-02-12,Excellent
807576,589111,119109,1730,3,2026-03-23,Excellent
807577,533796,113527,1861,5,2026-01-28,Good product
807578,556391,106549,1843,3,2026-07-19,Very poor
807579,579462,105465,1143,4,2025-01-19,Not satisfied
807580,587776,110786,1741,4,2026-05-04,Excellent
807581,580648,106700,1071,5,2025-04-28,Good product
807582,503251,103082,1022,5,2025-04-29,Average
807583,557204,106880,1923,5,2025-07-20,Very poor
807584,575502,114264,1806,3,2026-06-17,Excellent
807585,563522,113928,1650,4,2025-04-18,Average
807586,502425,107793,1122,2,2026-06-17,Not satisfied
807587,522372,104741,1950,2,2025-08-21,Excellent
807588,542560,104343,1356,5,2025-07-25,Excellent
807589,595851,106225,1202,5,2025-08-05,Very poor
807590,579681,117671,1346,5,2025-10-17,Not satisfied
807591,508712,106412,1710,5,2025-05-30,Excellent
807592,598296,111967,1067,1,2025-09-05,Excellent
807593,513459,103876,1304,4,2026-08-06,Excellent
807594,567222,118385,1865,1,2026-08-17,Excellent
807595,545402,113740,1206,5,2025-09-03,Excellent
807596,540207,103156,1916,4,2026-03-30,Average
807597,533650,116131,1940,5,2025-10-29,Good product
807598,548228,102765,1004,4,2026-05-14,Good product
807599,512004,116521,1334,5,2025-01-30,Good product
807600,573120,106344,1604,5,2026-01-18,Average
807601,507690,110636,1429,4,2025-10-21,Good product
807602,580079,106125,1115,3,2025-12-15,Average
807603,525031,114892,1720,3,2025-11-20,Very poor
807604,565948,106817,1381,1,2025-10-21,Not satisfied
807605,596089,110980,1908,3,2025-06-05,Good product
807606,544547,110929,1801,5,2025-11-05,Average
807607,508211,107572,1747,5,2025-01-22,Average
807608,514044,111211,1287,5,2025-08-14,
807609,515424,104204,1644,5,2025-02-02,Good product
807610,504929,101885,1909,1,2026-07-11,Good product
807611,555660,119008,1984,5,2025-08-14,Average
807612,541548,115798,1283,4,2025-12-17,Excellent
807613,514986,112536,1128,5,2025-08-25,Excellent
807614,509550,104632,1858,3,2026-02-12,Very poor
807615,546517,109906,1015,5,2026-05-14,Excellent
807616,556285,999999,1052,5,2026-04-06,Excellent
807617,545313,105260,1435,5,2026-05-10,Good product
807618,589989,111665,1037,5,2026-05-22,Good product
807619,505015,102411,1211,5,2026-06-22,Average
807620,571771,117727,1761,3,2026-05-11,
807621,519287,113254,1716,1,2025-05-28,Average
807622,568869,110005,1069,4,2025-08-25,Good product
807623,591975,113051,1954,4,2026-03-04,Excellent
807624,513341,107879,1327,4,2026-08-29,Very poor
807625,531586,105202,1137,3,2026-01-03,Average
807626,553224,100664,1476,5,2025-10-23,Good product
807627,509753,115899,1111,5,2026-06-11,Not satisfied
807628,549056,117885,1021,5,2026-07-16,Excellent
807629,592735,115414,1937,4,2026-01-05,Not satisfied
807630,513259,103837,1723,5,2026-02-09,Excellent
807631,553898,112283,1186,4,2025-12-05,Excellent
807632,560319,100815,1734,4,2026-09-05,Average
807633,512853,112157,1597,5,2025-09-23,Good product
807634,506570,112635,1934,4,2025-09-08,Excellent
807635,526000,116241,1562,5,2025-02-13,Average
807636,501755,110198,1178,3,2025-02-18,
807637,575477,116341,1335,3,2026-02-19,Excellent
807638,562659,104760,1802,5,2026-08-22,Good product
807639,595858,117164,1633,5,2026-04-04,Average
807640,501022,110702,1302,4,2025-05-06,Excellent
807641,515421,111319,1989,3,2025-08-21,Not satisfied
807642,526228,114981,1205,2,2025-08-08,Excellent
807643,593098,109644,1648,1,2025-07-12,Not satisfied
807644,593498,118590,1225,3,2026-05-28,Very poor
807645,550351,108275,1393,5,2025-11-15,Average
807646,586912,101329,1975,5,2025-03-18,
807647,500409,101720,1446,5,2025-06-24,Excellent
807648,542902,111887,1255,4,2025-02-19,Not satisfied
807649,551220,102007,1307,5,2025-10-19,Excellent
807650,509136,114096,1406,4,2025-07-16,Excellent
807651,598949,104789,1463,1,2025-01-06,Average
807652,543982,115735,1192,5,2026-03-17,Average
807653,551913,118608,1290,4,2025-12-22,Very poor
807654,592238,108383,1281,4,2025-07-14,Average
807655,510876,101086,1653,4,2025-03-05,Excellent
807656,501912,118500,1525,2,2025-11-20,
807657,516883,104441,1550,4,2026-08-26,Average
807658,569137,103453,1015,4,2026-06-20,Good product
807659,555165,117743,1360,2,2025-07-14,Excellent
807660,572609,100233,1813,4,2025-05-11,Not satisfied
807661,593296,106484,1538,4,2025-03-02,Average
807662,566916,113184,1733,1,2025-12-15,Excellent
807663,575842,106408,1626,3,2025-06-26,Not satisfied
807664,550931,111466,1733,4,2026-03-08,Excellent
807665,595392,106138,1947,4,2026-02-14,Excellent
807666,552537,108498,1022,2,2025-05-13,Excellent
807667,588962,103212,1310,4,2025-10-13,Average
807668,599245,116086,1101,5,2025-04-21,Very poor
807669,569261,103430,1952,5,2026-01-31,Very poor
807670,514945,111361,1291,4,2025-02-03,Excellent
807671,542232,104989,1260,4,2025-07-03,Excellent
807672,563792,107339,1514,5,2025-02-09,Good product
807673,524665,101069,1594,4,2026-05-03,Not satisfied
807674,509620,111101,1132,4,2026-04-04,Good product
807675,578794,114482,1429,4,2025-02-11,Excellent
807676,514236,102574,1335,5,2026-03-26,Excellent
807677,555175,112756,1626,5,2025-02-08,Good product
807678,505242,114771,1932,5,2025-01-14,Average
807679,586764,103770,1706,5,2026-05-29,Average
807680,513802,104854,1841,4,2025-05-25,Excellent
807681,564709,105047,1845,5,2025-02-17,Not satisfied
807682,508167,101963,1758,5,2025-12-11,Excellent
807683,518752,112925,1188,3,2026-07-05,Average
807684,508980,109427,1630,2,2025-05-21,
807685,594740,115998,1139,1,2025-10-19,Excellent
807686,574806,103677,1551,4,2026-01-30,Good product
807687,515641,116831,1875,4,2026-05-13,
807688,579680,111834,1723,5,2026-03-17,Not satisfied
807689,592868,114626,1807,3,2026-08-18,Average
807690,558569,110849,1362,5,2025-05-07,Not satisfied
807691,519521,107426,1371,5,2025-12-03,Excellent
807692,547274,107969,1512,1,2026-08-12,
807693,522360,119171,1714,4,2025-09-01,Not satisfied
807694,536023,113128,1046,1,2025-03-29,Good product
807695,512824,112937,1513,4,2025-06-27,Average
807696,584969,100505,1027,4,2025-10-29,Very poor
807697,556342,105184,1626,5,2025-07-18,Good product
807698,533298,117353,1763,1,2026-07-14,Excellent
807699,538985,117946,1284,5,2025-06-23,Good product
807700,501803,108183,1095,4,2026-07-24,Average
807701,547403,112031,1677,5,2026-01-30,Excellent
807702,512696,105867,1929,5,2026-08-07,Good product
807703,563469,105690,1584,1,2026-02-17,Average
807704,592497,116092,1263,3,2026-07-15,Excellent
807705,501046,101797,1903,4,2026-07-01,Excellent
807706,592102,117894,1490,5,2025-08-21,Good product
807707,589140,108058,1047,3,2025-01-01,Excellent
807708,588068,118071,1556,5,2026-02-09,Not satisfied
807709,577045,118606,1114,4,2026-07-13,Average
807710,553197,100362,1199,3,2026-05-15,Excellent
807711,562647,105504,1180,5,2025-05-13,
807712,586068,119809,1791,5,2025-01-20,Excellent
807713,513413,116959,1120,1,2026-06-25,Not satisfied
807714,507410,101608,1975,2,2026-08-20,Average
807715,595542,104619,1908,4,2025-12-09,Average
807716,500952,104107,1518,5,2025-11-12,Good product
807717,506581,116983,1173,5,2026-07-14,Good product
807718,507705,105450,1211,4,2026-07-06,
807719,577173,114279,1362,4,2025-06-22,Good product
807720,559838,116491,1599,4,2025-02-22,Excellent
807721,592070,104906,1976,5,2025-10-19,Very poor
807722,584925,113002,1099,5,2025-04-28,Very poor
807723,526411,115382,1821,5,2026-02-14,Excellent
807724,524318,103680,1011,5,2025-05-06,
807725,560113,113278,1947,4,2026-04-27,
807726,589291,113560,1113,5,2025-11-02,Excellent
807727,536172,101588,1038,4,2025-08-31,Good product
807728,527336,111951,1881,3,2026-06-23,Good product
807729,560845,105951,1199,4,2026-06-13,Good product
807730,516639,119654,1491,1,2026-04-26,Good product
807731,598534,112330,1748,4,2025-04-21,Excellent
807732,547105,115999,1673,5,2026-02-16,Good product
807733,505493,107904,1159,4,2025-11-29,Good product
807734,511421,104223,1716,4,2025-10-27,Excellent
807735,558432,110773,1163,5,2025-05-29,Average
807736,572467,107818,1003,2,2025-03-21,Good product
807737,503309,112544,1380,3,2025-03-23,Good product
807738,585049,107008,1707,3,2025-05-27,Average
807739,574458,103215,1677,4,2025-02-03,Good product
807740,596434,113694,1619,4,2025-07-26,Average
807741,517630,115728,1383,3,2025-02-22,Not satisfied
807742,578657,109999,1040,4,2025-04-13,
807743,536125,108062,1193,4,2025-11-15,Excellent
807744,563034,111627,1228,2,2025-08-16,Excellent
807745,561904,115970,1465,4,2026-06-21,Not satisfied
807746,538070,101945,1586,1,2025-03-13,
807747,591060,113104,1306,2,2026-08-05,Average
807748,512324,118053,1140,1,2025-06-22,Good product
807749,559759,104594,1203,4,2025-11-30,Not satisfied
807750,506087,104630,1600,4,2026-06-06,Good product
807751,569160,118238,1549,1,2025-11-24,Excellent
807752,504464,100467,1806,5,2026-03-10,Good product
807753,581676,106296,1986,5,2026-07-21,Good product
807754,537262,115665,1177,5,2025-08-02,Not satisfied
807755,593743,104406,1931,3,2026-07-23,Excellent
807756,577173,106852,1903,5,2026-04-19,
807757,523563,108712,1699,4,2025-09-22,Good product
807758,569590,102787,1611,5,2026-09-10,Average
807759,573536,103486,1593,4,2026-01-14,Excellent
807760,550060,119151,1151,2,2025-07-02,Excellent
807761,553135,103755,1906,3,2026-04-21,Average
807762,530363,113918,1178,5,2026-07-21,Good product
807763,571622,113206,1880,3,2026-01-14,
807764,536355,118614,1170,5,2026-03-02,Good product
807765,559094,114801,1396,4,2025-11-23,Good product
807766,578395,109239,1855,5,2025-10-20,Excellent
807767,574001,118320,1439,3,2025-02-19,Good product
807768,534538,115934,1428,5,2025-05-27,
807769,508347,102812,1089,2,2025-08-01,Good product
807770,503095,119800,1931,5,2025-11-18,Average
807771,591286,113019,1044,4,2026-06-19,Good product
807772,508451,113368,1678,5,2026-01-10,Excellent
807773,518173,115196,1524,4,2026-01-15,Good product
807774,596312,112374,1059,5,2025-03-14,
807775,559161,102638,1383,4,2025-12-13,Average
807776,586900,102898,1519,5,2026-05-08,Good product
807777,502612,113225,1648,4,2025-07-07,Excellent
807778,567142,114615,1360,4,2025-03-09,Good product
807779,587732,117323,1841,3,2026-08-10,Very poor
807780,515673,100520,1283,3,2025-09-09,Very poor
807781,525055,106750,1473,4,2025-01-04,Excellent
807782,500727,115366,1506,3,2026-02-02,Excellent
807783,568213,114682,1859,3,2025-07-27,Not satisfied
807784,527442,113204,1262,3,2026-01-06,Excellent
807785,589990,105949,1865,4,2025-07-13,
807786,574776,110063,1366,1,2026-04-12,Not satisfied
807787,503554,109193,1995,4,2026-01-27,
807788,544919,117499,1094,5,2025-07-20,Very poor
807789,579323,107835,1694,2,2026-08-31,Excellent
807790,580635,115655,1072,3,2025-08-26,Excellent
807791,519435,114145,1120,4,2026-03-06,Average
807792,519785,114658,1864,2,2025-12-31,Not satisfied
807793,505998,104941,1443,5,2025-10-09,
807794,547988,107161,1945,5,2025-03-02,Average
807795,526942,119434,1288,5,2025-05-01,Good product
807796,568039,113573,1890,3,2026-04-06,Good product
807797,541484,112998,1323,3,2025-07-02,Good product
807798,534166,119790,1781,5,2025-06-27,Good product
807799,507785,118202,1142,4,2025-05-03,Excellent
807800,579797,109248,1605,4,2026-08-26,Good product
807801,568180,105704,1107,4,2025-12-24,
807802,595551,112709,1833,5,2026-02-24,Not satisfied
807803,555763,118938,1686,4,2025-09-26,Excellent
807804,566848,100105,1522,3,2025-11-15,Excellent
807805,584986,103525,1589,4,2025-07-12,Excellent
807806,538866,106211,1908,4,2025-05-15,Excellent
807807,546660,108771,1609,5,2026-03-23,Good product
807808,506683,111740,1768,4,2025-09-01,Excellent
